Date,CallExpiry,CallStrikePrice,CallClose,PutExpiry,PutStrikePrice,PutClose
01-Jan-2019,26-Sep-2019,12200,529.75,26-Sep-2019,12200,862.85
01-Jan-2019,26-Sep-2019,12300,494.25,26-Sep-2019,12300,920.05
01-Jan-2019,26-Sep-2019,12400,460.6,26-Sep-2019,12400,979.1
01-Jan-2019,26-Sep-2019,12500,428.75,26-Sep-2019,12500,1040
01-Jan-2019,26-Sep-2019,12600,398.65,26-Sep-2019,12600,1102.6
01-Jan-2019,26-Sep-2019,12700,370.25,26-Sep-2019,12700,1166.9
01-Jan-2019,26-Sep-2019,12800,343.5,26-Sep-2019,12800,1232.85
01-Jan-2019,26-Sep-2019,12900,318.35,26-Sep-2019,12900,1300.4
01-Jan-2019,26-Sep-2019,13000,295.25,26-Sep-2019,13000,1370
01-Jan-2019,26-Sep-2019,13100,273.15,26-Sep-2019,13100,1440.65
01-Jan-2019,26-Sep-2019,13200,252.5,26-Sep-2019,13200,1512.7
01-Jan-2019,26-Sep-2019,13300,232.65,26-Sep-2019,13300,1585.6
01-Jan-2019,26-Sep-2019,13400,214.55,26-Sep-2019,13400,1660.15
01-Jan-2019,26-Dec-2019,4600,3683.2,26-Dec-2019,4600,2
01-Jan-2019,26-Dec-2019,4700,3618.7,26-Dec-2019,4700,87.15
01-Jan-2019,26-Dec-2019,4800,3730.9,26-Dec-2019,4800,31.15
01-Jan-2019,26-Dec-2019,4900,3704.4,26-Dec-2019,4900,27.3
01-Jan-2019,26-Dec-2019,5000,5730,26-Dec-2019,5000,16.75
01-Jan-2019,26-Dec-2019,5100,3736.3,26-Dec-2019,5100,19.65
01-Jan-2019,26-Dec-2019,5200,4051.4,26-Dec-2019,5200,17.5
01-Jan-2019,26-Dec-2019,5300,4154,26-Dec-2019,5300,223.15
01-Jan-2019,26-Dec-2019,5400,4247.1,26-Dec-2019,5400,283.25
01-Jan-2019,26-Dec-2019,5500,4193.65,26-Dec-2019,5500,22
01-Jan-2019,26-Dec-2019,5600,4191.75,26-Dec-2019,5600,46.8
01-Jan-2019,26-Dec-2019,5700,4451.2,26-Dec-2019,5700,44.15
01-Jan-2019,26-Dec-2019,5800,4419.9,26-Dec-2019,5800,54
01-Jan-2019,26-Dec-2019,5900,4357.05,26-Dec-2019,5900,17.2
01-Jan-2019,26-Dec-2019,6000,4294.4,26-Dec-2019,6000,21
01-Jan-2019,26-Dec-2019,6100,4231.95,26-Dec-2019,6100,22.1
01-Jan-2019,26-Dec-2019,6200,4169.8,26-Dec-2019,6200,24.95
01-Jan-2019,26-Dec-2019,6300,4107.95,26-Dec-2019,6300,48
01-Jan-2019,26-Dec-2019,6400,4046.3,26-Dec-2019,6400,15
01-Jan-2019,26-Dec-2019,6500,3985,26-Dec-2019,6500,66
01-Jan-2019,26-Dec-2019,6600,3924,26-Dec-2019,6600,25
01-Jan-2019,26-Dec-2019,6700,3863.35,26-Dec-2019,6700,17.55
01-Jan-2019,26-Dec-2019,6800,3803,26-Dec-2019,6800,36.5
01-Jan-2019,26-Dec-2019,6900,3743.05,26-Dec-2019,6900,117
01-Jan-2019,26-Dec-2019,7000,3683.4,26-Dec-2019,7000,6
01-Jan-2019,26-Dec-2019,7100,3624.2,26-Dec-2019,7100,64.25
01-Jan-2019,26-Dec-2019,7200,3565.4,26-Dec-2019,7200,70.4
01-Jan-2019,26-Dec-2019,7300,3507,26-Dec-2019,7300,66
01-Jan-2019,26-Dec-2019,7400,3449,26-Dec-2019,7400,84
01-Jan-2019,26-Dec-2019,7500,3391.5,26-Dec-2019,7500,40
01-Jan-2019,26-Dec-2019,7600,3334.4,26-Dec-2019,7600,60.5
01-Jan-2019,26-Dec-2019,7700,3277.8,26-Dec-2019,7700,12
01-Jan-2019,26-Dec-2019,7800,3120,26-Dec-2019,7800,31.6
01-Jan-2019,26-Dec-2019,7900,3166,26-Dec-2019,7900,84
01-Jan-2019,26-Dec-2019,8000,2940,26-Dec-2019,8000,49.55
01-Jan-2019,26-Dec-2019,8100,3056.25,26-Dec-2019,8100,41
01-Jan-2019,26-Dec-2019,8200,3100,26-Dec-2019,8200,100
01-Jan-2019,26-Dec-2019,8300,2948.6,26-Dec-2019,8300,115
01-Jan-2019,26-Dec-2019,8400,2895.55,26-Dec-2019,8400,159
01-Jan-2019,26-Dec-2019,8500,2833,26-Dec-2019,8500,45.35
01-Jan-2019,26-Dec-2019,8600,2086,26-Dec-2019,8600,180
01-Jan-2019,26-Dec-2019,8700,1200,26-Dec-2019,8700,199
01-Jan-2019,26-Dec-2019,8800,1982.9,26-Dec-2019,8800,161
01-Jan-2019,26-Dec-2019,8900,1862.5,26-Dec-2019,8900,122.5
01-Jan-2019,26-Dec-2019,9000,2205,26-Dec-2019,9000,185.3
01-Jan-2019,26-Dec-2019,9100,2223.95,26-Dec-2019,9100,86
01-Jan-2019,26-Dec-2019,9200,2492.15,26-Dec-2019,9200,299
01-Jan-2019,26-Dec-2019,9300,2444.35,26-Dec-2019,9300,235.05
01-Jan-2019,26-Dec-2019,9400,2397.15,26-Dec-2019,9400,266
01-Jan-2019,26-Dec-2019,9500,2350.6,26-Dec-2019,9500,180
01-Jan-2019,26-Dec-2019,9600,2304.65,26-Dec-2019,9600,131
01-Jan-2019,26-Dec-2019,9700,1825,26-Dec-2019,9700,222
01-Jan-2019,26-Dec-2019,9800,2214.6,26-Dec-2019,9800,236
01-Jan-2019,26-Dec-2019,9900,2170.5,26-Dec-2019,9900,593
01-Jan-2019,26-Dec-2019,10000,1400,26-Dec-2019,10000,291.75
01-Jan-2019,26-Dec-2019,10100,2084.25,26-Dec-2019,10100,494.7
01-Jan-2019,26-Dec-2019,10200,1161,26-Dec-2019,10200,198
01-Jan-2019,26-Dec-2019,10300,2000.5,26-Dec-2019,10300,202
01-Jan-2019,26-Dec-2019,10400,1959.55,26-Dec-2019,10400,430
01-Jan-2019,26-Dec-2019,10500,1130,26-Dec-2019,10500,430
01-Jan-2019,26-Dec-2019,10600,1879.3,26-Dec-2019,10600,318.05
01-Jan-2019,26-Dec-2019,10700,1828.9,26-Dec-2019,10700,775
01-Jan-2019,26-Dec-2019,10800,1881.6,26-Dec-2019,10800,700
01-Jan-2019,26-Dec-2019,10900,2271.4,26-Dec-2019,10900,650
01-Jan-2019,26-Dec-2019,11000,814,26-Dec-2019,11000,527.85
01-Jan-2019,26-Dec-2019,11100,1218,26-Dec-2019,11100,775
01-Jan-2019,26-Dec-2019,11200,1499,26-Dec-2019,11200,842.8
01-Jan-2019,26-Dec-2019,11300,1725,26-Dec-2019,11300,660
01-Jan-2019,26-Dec-2019,11400,1647,26-Dec-2019,11400,670
01-Jan-2019,26-Dec-2019,11500,550,26-Dec-2019,11500,770
01-Jan-2019,26-Dec-2019,11600,700,26-Dec-2019,11600,751
01-Jan-2019,26-Dec-2019,11700,1150,26-Dec-2019,11700,550
01-Jan-2019,26-Dec-2019,11800,1060,26-Dec-2019,11800,1140
01-Jan-2019,26-Dec-2019,11900,408,26-Dec-2019,11900,950
01-Jan-2019,26-Dec-2019,12000,363.75,26-Dec-2019,12000,976.65
01-Jan-2019,26-Dec-2019,12100,1160,26-Dec-2019,12100,1008.3
01-Jan-2019,26-Dec-2019,12200,970,26-Dec-2019,12200,960.25
01-Jan-2019,26-Dec-2019,12300,360.25,26-Dec-2019,12300,946.8
01-Jan-2019,26-Dec-2019,12400,351.55,26-Dec-2019,12400,1002.8
01-Jan-2019,26-Dec-2019,12500,815,26-Dec-2019,12500,962.65
01-Jan-2019,26-Dec-2019,12600,378.45,26-Dec-2019,12600,1145.5
01-Jan-2019,26-Dec-2019,12700,411.8,26-Dec-2019,12700,1186.55
01-Jan-2019,26-Dec-2019,12800,371.15,26-Dec-2019,12800,1164.85
01-Jan-2019,26-Dec-2019,12900,361.9,26-Dec-2019,12900,1165.65
01-Jan-2019,26-Dec-2019,13000,103.45,26-Dec-2019,13000,1850
01-Jan-2019,26-Dec-2019,13100,276.05,26-Dec-2019,13100,1124.7
01-Jan-2019,26-Dec-2019,13200,308.7,26-Dec-2019,13200,1093.5
01-Jan-2019,26-Dec-2019,13300,323.9,26-Dec-2019,13300,1076.4
01-Jan-2019,26-Dec-2019,13400,334.65,26-Dec-2019,13400,1091.85
01-Jan-2019,26-Dec-2019,13500,401.45,26-Dec-2019,13500,1121.85
01-Jan-2019,26-Dec-2019,13600,186.25,26-Dec-2019,13600,1280.5
01-Jan-2019,26-Dec-2019,13700,222.05,26-Dec-2019,13700,1304.6
01-Jan-2019,26-Dec-2019,13800,203.45,26-Dec-2019,13800,1296.05
01-Jan-2019,26-Dec-2019,13900,213.3,26-Dec-2019,13900,1312.3
01-Jan-2019,26-Dec-2019,14000,213.5,26-Dec-2019,14000,1331.8
01-Jan-2019,26-Dec-2019,14100,232.15,26-Dec-2019,14100,1317.15
01-Jan-2019,25-Jun-2020,4600,3820.25,25-Jun-2020,4600,83.25
01-Jan-2019,25-Jun-2020,4700,3758.6,25-Jun-2020,4700,92.05
01-Jan-2019,25-Jun-2020,4800,3871.05,25-Jun-2020,4800,33.3
01-Jan-2019,25-Jun-2020,4900,3841.65,25-Jun-2020,4900,29.3
01-Jan-2019,25-Jun-2020,5000,3881.85,25-Jun-2020,5000,18.05
01-Jan-2019,25-Jun-2020,5100,3876.65,25-Jun-2020,5100,21.05
01-Jan-2019,25-Jun-2020,5200,4200.25,25-Jun-2020,5200,233.9
01-Jan-2019,25-Jun-2020,5300,4306.15,25-Jun-2020,5300,231.05
01-Jan-2019,25-Jun-2020,5400,4403.4,25-Jun-2020,5400,292.5
01-Jan-2019,25-Jun-2020,5500,4352.55,25-Jun-2020,5500,310.15
01-Jan-2019,25-Jun-2020,5600,4302.1,25-Jun-2020,5600,328.15
01-Jan-2019,25-Jun-2020,5700,4252.2,25-Jun-2020,5700,346.75
01-Jan-2019,25-Jun-2020,5800,4202.85,25-Jun-2020,5800,365.9
01-Jan-2019,25-Jun-2020,5900,4429.85,25-Jun-2020,5900,22.85
01-Jan-2019,25-Jun-2020,6000,4430,25-Jun-2020,6000,32.05
01-Jan-2019,25-Jun-2020,6100,4367.05,25-Jun-2020,6100,35.8
01-Jan-2019,25-Jun-2020,6200,4304.4,25-Jun-2020,6200,39.85
01-Jan-2019,25-Jun-2020,6300,4242.1,25-Jun-2020,6300,44.2
01-Jan-2019,25-Jun-2020,6400,4180.15,25-Jun-2020,6400,48.9
01-Jan-2019,25-Jun-2020,6500,4118.55,25-Jun-2020,6500,54
01-Jan-2019,25-Jun-2020,6600,4057.3,25-Jun-2020,6600,140
01-Jan-2019,25-Jun-2020,6700,3996.45,25-Jun-2020,6700,44
01-Jan-2019,25-Jun-2020,6800,3936,25-Jun-2020,6800,71.4
01-Jan-2019,25-Jun-2020,6900,3875.95,25-Jun-2020,6900,52
01-Jan-2019,25-Jun-2020,7000,3816.3,25-Jun-2020,7000,32.8
01-Jan-2019,25-Jun-2020,7100,3757.1,25-Jun-2020,7100,44
01-Jan-2019,25-Jun-2020,7200,3698.35,25-Jun-2020,7200,50
01-Jan-2019,25-Jun-2020,7300,3640.05,25-Jun-2020,7300,93
01-Jan-2019,25-Jun-2020,7400,3582.25,25-Jun-2020,7400,57.5
01-Jan-2019,25-Jun-2020,7500,3524.9,25-Jun-2020,7500,101
01-Jan-2019,25-Jun-2020,7600,3468.05,25-Jun-2020,7600,106
01-Jan-2019,25-Jun-2020,7700,3411.7,25-Jun-2020,7700,135
01-Jan-2019,25-Jun-2020,7800,3355.85,25-Jun-2020,7800,165
01-Jan-2019,25-Jun-2020,7900,3300.55,25-Jun-2020,7900,169.35
01-Jan-2019,25-Jun-2020,8000,3245.75,25-Jun-2020,8000,136
01-Jan-2019,25-Jun-2020,8100,3191.5,25-Jun-2020,8100,101.2
01-Jan-2019,25-Jun-2020,8200,3210,25-Jun-2020,8200,136
01-Jan-2019,25-Jun-2020,8300,1888.95,25-Jun-2020,8300,145
01-Jan-2019,25-Jun-2020,8400,3036.1,25-Jun-2020,8400,90
01-Jan-2019,25-Jun-2020,8500,2980.05,25-Jun-2020,8500,102
01-Jan-2019,25-Jun-2020,8600,2966,25-Jun-2020,8600,122
01-Jan-2019,25-Jun-2020,8700,3398.05,25-Jun-2020,8700,119
01-Jan-2019,25-Jun-2020,8800,3152,25-Jun-2020,8800,128
01-Jan-2019,25-Jun-2020,8900,3046,25-Jun-2020,8900,202.6
01-Jan-2019,25-Jun-2020,9000,2690,25-Jun-2020,9000,168.05
01-Jan-2019,25-Jun-2020,9100,2330,25-Jun-2020,9100,220
01-Jan-2019,25-Jun-2020,9200,2534,25-Jun-2020,9200,192
01-Jan-2019,25-Jun-2020,9300,2585,25-Jun-2020,9300,243
01-Jan-2019,25-Jun-2020,9400,1920,25-Jun-2020,9400,329
01-Jan-2019,25-Jun-2020,9500,2250,25-Jun-2020,9500,174.5
01-Jan-2019,25-Jun-2020,9600,1741.15,25-Jun-2020,9600,389.2
01-Jan-2019,25-Jun-2020,9700,2443,25-Jun-2020,9700,304.3
01-Jan-2019,25-Jun-2020,9800,1830,25-Jun-2020,9800,230
01-Jan-2019,25-Jun-2020,9900,1996,25-Jun-2020,9900,273
01-Jan-2019,25-Jun-2020,10000,1755,25-Jun-2020,10000,748
01-Jan-2019,25-Jun-2020,10100,1890,25-Jun-2020,10100,680
01-Jan-2019,25-Jun-2020,10200,2186.35,25-Jun-2020,10200,452
01-Jan-2019,25-Jun-2020,10300,1695,25-Jun-2020,10300,478
01-Jan-2019,25-Jun-2020,10400,1635,25-Jun-2020,10400,500
01-Jan-2019,25-Jun-2020,10500,1925,25-Jun-2020,10500,600.15
01-Jan-2019,25-Jun-2020,10600,1834,25-Jun-2020,10600,895
01-Jan-2019,25-Jun-2020,10700,1470,25-Jun-2020,10700,500
01-Jan-2019,25-Jun-2020,10800,1690,25-Jun-2020,10800,800
01-Jan-2019,25-Jun-2020,10900,1620,25-Jun-2020,10900,815
01-Jan-2019,25-Jun-2020,11000,1405,25-Jun-2020,11000,680
01-Jan-2019,25-Jun-2020,11100,1480,25-Jun-2020,11100,807.35
01-Jan-2019,25-Jun-2020,11200,1245,25-Jun-2020,11200,970
01-Jan-2019,25-Jun-2020,11300,1350,25-Jun-2020,11300,840
01-Jan-2019,25-Jun-2020,11400,1285,25-Jun-2020,11400,760
01-Jan-2019,25-Jun-2020,11500,1240,25-Jun-2020,11500,900
01-Jan-2019,25-Jun-2020,11600,714.35,25-Jun-2020,11600,860
01-Jan-2019,25-Jun-2020,11700,1715,25-Jun-2020,11700,1180
01-Jan-2019,25-Jun-2020,11800,1604,25-Jun-2020,11800,902.65
01-Jan-2019,25-Jun-2020,11900,1230,25-Jun-2020,11900,1000
01-Jan-2019,25-Jun-2020,12000,1476,25-Jun-2020,12000,876
01-Jan-2019,25-Jun-2020,12100,623.9,25-Jun-2020,12100,1057
01-Jan-2019,25-Jun-2020,12200,521.05,25-Jun-2020,12200,1114
01-Jan-2019,25-Jun-2020,12300,539.3,25-Jun-2020,12300,1013
01-Jan-2019,25-Jun-2020,12400,526.95,25-Jun-2020,12400,1213
01-Jan-2019,25-Jun-2020,12500,499.6,25-Jun-2020,12500,799.3
01-Jan-2019,25-Jun-2020,12600,560.7,25-Jun-2020,12600,990.05
01-Jan-2019,25-Jun-2020,12700,605.05,25-Jun-2020,12700,1035.9
01-Jan-2019,25-Jun-2020,12800,559.45,25-Jun-2020,12800,1004.3
01-Jan-2019,25-Jun-2020,12900,550.05,25-Jun-2020,12900,1001.9
01-Jan-2019,25-Jun-2020,13000,498.05,25-Jun-2020,13000,1005.85
01-Jan-2019,25-Jun-2020,13100,460.15,25-Jun-2020,13100,933.15
01-Jan-2019,25-Jun-2020,13200,506.25,25-Jun-2020,13200,906.3
01-Jan-2019,25-Jun-2020,13300,529.35,25-Jun-2020,13300,889.05
01-Jan-2019,25-Jun-2020,13400,544.7,25-Jun-2020,13400,903.15
01-Jan-2019,25-Jun-2020,13500,627.8,25-Jun-2020,13500,944.4
01-Jan-2019,25-Jun-2020,13600,379.5,25-Jun-2020,13600,1035.45
01-Jan-2019,25-Jun-2020,13700,430.35,25-Jun-2020,13700,1071.6
01-Jan-2019,25-Jun-2020,13800,407.2,25-Jun-2020,13800,1053
01-Jan-2019,25-Jun-2020,13900,423.85,25-Jun-2020,13900,1068.85
01-Jan-2019,25-Jun-2020,14000,427.25,25-Jun-2020,14000,1087.15
01-Jan-2019,25-Jun-2020,14100,456.9,25-Jun-2020,14100,1079.05
01-Jan-2019,31-Dec-2020,4600,3955.65,31-Dec-2020,4600,86.9
01-Jan-2019,31-Dec-2020,4700,3896.8,31-Dec-2020,4700,95.6
01-Jan-2019,31-Dec-2020,4800,4010.1,31-Dec-2020,4800,34.8
01-Jan-2019,31-Dec-2020,4900,3978.2,31-Dec-2020,4900,30.75
01-Jan-2019,31-Dec-2020,5000,4019.95,31-Dec-2020,5000,18.95
01-Jan-2019,31-Dec-2020,5100,4016.5,31-Dec-2020,5100,22.1
01-Jan-2019,31-Dec-2020,5200,4015.95,31-Dec-2020,5200,34.15
01-Jan-2019,31-Dec-2020,5300,4098.1,31-Dec-2020,5300,13.65
01-Jan-2019,31-Dec-2020,5400,4087.8,31-Dec-2020,5400,20.55
01-Jan-2019,31-Dec-2020,5500,4159.6,31-Dec-2020,5500,109.9
01-Jan-2019,31-Dec-2020,5600,4091.9,31-Dec-2020,5600,8.2
01-Jan-2019,31-Dec-2020,5700,4024.4,31-Dec-2020,5700,9.7
01-Jan-2019,31-Dec-2020,5800,3957.05,31-Dec-2020,5800,11.35
01-Jan-2019,31-Dec-2020,5900,3889.95,31-Dec-2020,5900,13.25
01-Jan-2019,31-Dec-2020,6000,3823.1,31-Dec-2020,6000,15.35
01-Jan-2019,31-Dec-2020,6100,3756.5,31-Dec-2020,6100,17.7
01-Jan-2019,31-Dec-2020,6200,3690.2,31-Dec-2020,6200,20.35
01-Jan-2019,31-Dec-2020,6300,3624.15,31-Dec-2020,6300,23.35
01-Jan-2019,31-Dec-2020,6400,3558.45,31-Dec-2020,6400,26.6
01-Jan-2019,31-Dec-2020,6500,3493.1,31-Dec-2020,6500,30.2
01-Jan-2019,31-Dec-2020,6600,3428.1,31-Dec-2020,6600,34.2
01-Jan-2019,31-Dec-2020,6700,3363.5,31-Dec-2020,6700,46
01-Jan-2019,31-Dec-2020,6800,3299.3,31-Dec-2020,6800,67
01-Jan-2019,31-Dec-2020,6900,3235.5,31-Dec-2020,6900,40
01-Jan-2019,31-Dec-2020,7000,3172.15,31-Dec-2020,7000,54.15
01-Jan-2019,31-Dec-2020,7100,3109.3,31-Dec-2020,7100,60.3
01-Jan-2019,31-Dec-2020,7200,3046.95,31-Dec-2020,7200,70
01-Jan-2019,31-Dec-2020,7300,2985.1,31-Dec-2020,7300,74.05
01-Jan-2019,31-Dec-2020,7400,2923.8,31-Dec-2020,7400,81.7
01-Jan-2019,31-Dec-2020,7500,2863.05,31-Dec-2020,7500,69.25
01-Jan-2019,31-Dec-2020,7600,2802.85,31-Dec-2020,7600,121
01-Jan-2019,31-Dec-2020,7700,2743.3,31-Dec-2020,7700,48
01-Jan-2019,31-Dec-2020,7800,2684.3,31-Dec-2020,7800,54
01-Jan-2019,31-Dec-2020,7900,2626,31-Dec-2020,7900,145
01-Jan-2019,31-Dec-2020,8000,2568.3,31-Dec-2020,8000,157.5
01-Jan-2019,31-Dec-2020,8100,2511.3,31-Dec-2020,8100,161.7
01-Jan-2019,31-Dec-2020,8200,2454.95,31-Dec-2020,8200,188
01-Jan-2019,31-Dec-2020,8300,2399.3,31-Dec-2020,8300,211.7
01-Jan-2019,31-Dec-2020,8400,2344.35,31-Dec-2020,8400,205
01-Jan-2019,31-Dec-2020,8500,2290.15,31-Dec-2020,8500,209
01-Jan-2019,31-Dec-2020,8600,2236.7,31-Dec-2020,8600,223
01-Jan-2019,31-Dec-2020,8700,2183.95,31-Dec-2020,8700,345
01-Jan-2019,31-Dec-2020,8800,2132,31-Dec-2020,8800,255.55
01-Jan-2019,31-Dec-2020,8900,2081.05,31-Dec-2020,8900,273.55
01-Jan-2019,31-Dec-2020,9000,2030.6,31-Dec-2020,9000,235
01-Jan-2019,31-Dec-2020,9100,1980.9,31-Dec-2020,9100,311.4
01-Jan-2019,31-Dec-2020,9200,1932.05,31-Dec-2020,9200,291
01-Jan-2019,31-Dec-2020,9300,1884,31-Dec-2020,9300,352.45
01-Jan-2019,31-Dec-2020,9400,1836.7,31-Dec-2020,9400,374.15
01-Jan-2019,31-Dec-2020,9500,2446,31-Dec-2020,9500,295.5
01-Jan-2019,31-Dec-2020,9600,2525,31-Dec-2020,9600,252
01-Jan-2019,31-Dec-2020,9700,2749,31-Dec-2020,9700,339
01-Jan-2019,31-Dec-2020,9800,2160,31-Dec-2020,9800,340.05
01-Jan-2019,31-Dec-2020,9900,2128,31-Dec-2020,9900,436.5
01-Jan-2019,31-Dec-2020,10000,2120,31-Dec-2020,10000,380
01-Jan-2019,31-Dec-2020,10100,2107,31-Dec-2020,10100,338.6
01-Jan-2019,31-Dec-2020,10200,2445,31-Dec-2020,10200,552
01-Jan-2019,31-Dec-2020,10300,1996,31-Dec-2020,10300,452
01-Jan-2019,31-Dec-2020,10400,1975,31-Dec-2020,10400,658.5
01-Jan-2019,31-Dec-2020,10500,2349.9,31-Dec-2020,10500,572
01-Jan-2019,31-Dec-2020,10600,2285,31-Dec-2020,10600,619.4
01-Jan-2019,31-Dec-2020,10700,2199.5,31-Dec-2020,10700,570
01-Jan-2019,31-Dec-2020,10800,2100,31-Dec-2020,10800,569
01-Jan-2019,31-Dec-2020,10900,2080,31-Dec-2020,10900,669
01-Jan-2019,31-Dec-2020,11000,1845,31-Dec-2020,11000,700
01-Jan-2019,31-Dec-2020,11100,1980,31-Dec-2020,11100,742
01-Jan-2019,31-Dec-2020,11200,1925,31-Dec-2020,11200,698
01-Jan-2019,31-Dec-2020,11300,1859.95,31-Dec-2020,11300,680
01-Jan-2019,31-Dec-2020,11400,1233.1,31-Dec-2020,11400,758
01-Jan-2019,31-Dec-2020,11500,1595,31-Dec-2020,11500,774
01-Jan-2019,31-Dec-2020,11600,913.15,31-Dec-2020,11600,905
01-Jan-2019,31-Dec-2020,11700,839.6,31-Dec-2020,11700,741.15
01-Jan-2019,31-Dec-2020,11800,814.5,31-Dec-2020,11800,890
01-Jan-2019,31-Dec-2020,11900,1325,31-Dec-2020,11900,1012
01-Jan-2019,31-Dec-2020,12000,952.7,31-Dec-2020,12000,835.15
01-Jan-2019,31-Dec-2020,12100,830.55,31-Dec-2020,12100,738.75
01-Jan-2019,31-Dec-2020,12200,721.8,31-Dec-2020,12200,667.8
01-Jan-2019,31-Dec-2020,12300,744.35,31-Dec-2020,12300,658
01-Jan-2019,31-Dec-2020,12400,727.75,31-Dec-2020,12400,710.3
01-Jan-2019,31-Dec-2020,12500,701,31-Dec-2020,12500,661.95
01-Jan-2019,31-Dec-2020,12600,766.05,31-Dec-2020,12600,855.75
01-Jan-2019,31-Dec-2020,12700,820.15,31-Dec-2020,12700,905.1
01-Jan-2019,31-Dec-2020,12800,772.1,31-Dec-2020,12800,866.3
01-Jan-2019,31-Dec-2020,12900,763.4,31-Dec-2020,12900,861.5
01-Jan-2019,31-Dec-2020,13000,714.65,31-Dec-2020,13000,854.5
01-Jan-2019,31-Dec-2020,13100,677.75,31-Dec-2020,13100,773.7
01-Jan-2019,31-Dec-2020,13200,737,31-Dec-2020,13200,751.05
01-Jan-2019,31-Dec-2020,13300,768.45,31-Dec-2020,13300,734.3
01-Jan-2019,31-Dec-2020,13400,788.35,31-Dec-2020,13400,747.05
01-Jan-2019,31-Dec-2020,13500,883.95,31-Dec-2020,13500,795.9
01-Jan-2019,31-Dec-2020,13600,621.6,31-Dec-2020,13600,839
01-Jan-2019,31-Dec-2020,13700,684,31-Dec-2020,13700,883.7
01-Jan-2019,31-Dec-2020,13800,659.25,31-Dec-2020,13800,858
01-Jan-2019,31-Dec-2020,13900,682.95,31-Dec-2020,13900,873.9
01-Jan-2019,31-Dec-2020,14000,689.85,31-Dec-2020,14000,891.35
01-Jan-2019,31-Dec-2020,14100,729.25,31-Dec-2020,14100,888.5
01-Jan-2019,24-Jun-2021,5500,3905.65,24-Jun-2021,5500,79.85
01-Jan-2019,24-Jun-2021,5600,3839.35,24-Jun-2021,5600,88.15
01-Jan-2019,24-Jun-2021,5700,3987.4,24-Jun-2021,5700,95.8
01-Jan-2019,24-Jun-2021,5800,3922.55,24-Jun-2021,5800,104.95
01-Jan-2019,24-Jun-2021,5900,4184.45,24-Jun-2021,5900,27.3
01-Jan-2019,24-Jun-2021,6000,4117.95,24-Jun-2021,6000,35
01-Jan-2019,24-Jun-2021,6100,4051.85,24-Jun-2021,6100,34.75
01-Jan-2019,24-Jun-2021,6200,3986.05,24-Jun-2021,6200,38.95
01-Jan-2019,24-Jun-2021,6300,3920.65,24-Jun-2021,6300,43.55
01-Jan-2019,24-Jun-2021,6400,3855.6,24-Jun-2021,6400,48.55
01-Jan-2019,24-Jun-2021,6500,3791,24-Jun-2021,6500,53.95
01-Jan-2019,24-Jun-2021,6600,3726.85,24-Jun-2021,6600,59.8
01-Jan-2019,24-Jun-2021,6700,3663.1,24-Jun-2021,6700,66.05
01-Jan-2019,24-Jun-2021,6800,3599.8,24-Jun-2021,6800,72.8
01-Jan-2019,24-Jun-2021,6900,3537,24-Jun-2021,6900,80
01-Jan-2019,24-Jun-2021,7000,3474.7,24-Jun-2021,7000,87.7
01-Jan-2019,24-Jun-2021,7100,3412.9,24-Jun-2021,7100,95.9
01-Jan-2019,24-Jun-2021,7200,3351.6,24-Jun-2021,7200,104.65
01-Jan-2019,24-Jun-2021,7300,3290.9,24-Jun-2021,7300,113.95
01-Jan-2019,24-Jun-2021,7400,3230.7,24-Jun-2021,7400,123.75
01-Jan-2019,24-Jun-2021,7500,3171.1,24-Jun-2021,7500,134.15
01-Jan-2019,24-Jun-2021,7600,3112.1,24-Jun-2021,7600,145.15
01-Jan-2019,24-Jun-2021,7700,3053.65,24-Jun-2021,7700,156.75
01-Jan-2019,24-Jun-2021,7800,2995.85,24-Jun-2021,7800,168.95
01-Jan-2019,24-Jun-2021,7900,2938.65,24-Jun-2021,7900,181.75
01-Jan-2019,24-Jun-2021,8000,2882.1,24-Jun-2021,8000,195.2
01-Jan-2019,24-Jun-2021,8100,2826.2,24-Jun-2021,8100,230
01-Jan-2019,24-Jun-2021,8200,2770.9,24-Jun-2021,8200,239
01-Jan-2019,24-Jun-2021,8300,2716.3,24-Jun-2021,8300,248.8
01-Jan-2019,24-Jun-2021,8400,2662.4,24-Jun-2021,8400,197
01-Jan-2019,24-Jun-2021,8500,2609.1,24-Jun-2021,8500,267
01-Jan-2019,24-Jun-2021,8600,2556.8,24-Jun-2021,8600,225
01-Jan-2019,24-Jun-2021,8700,2504.9,24-Jun-2021,8700,290
01-Jan-2019,24-Jun-2021,8800,2453.7,24-Jun-2021,8800,302
01-Jan-2019,24-Jun-2021,8900,2403.2,24-Jun-2021,8900,346.4
01-Jan-2019,24-Jun-2021,9000,2353.4,24-Jun-2021,9000,293.8
01-Jan-2019,24-Jun-2021,9100,2304.3,24-Jun-2021,9100,232
01-Jan-2019,24-Jun-2021,9200,2255.95,24-Jun-2021,9200,409.2
01-Jan-2019,24-Jun-2021,9300,2208.3,24-Jun-2021,9300,431.55
01-Jan-2019,24-Jun-2021,9400,2161.35,24-Jun-2021,9400,454.6
01-Jan-2019,24-Jun-2021,9500,2115.15,24-Jun-2021,9500,478.45
01-Jan-2019,24-Jun-2021,9600,2069.65,24-Jun-2021,9600,502.95
01-Jan-2019,24-Jun-2021,9700,2024.9,24-Jun-2021,9700,528.2
