"Asian Paints","Wipro","Titan","SBI","L&T","Infosys","ICICI","CoalIndia","Bajaj Finance","Axis Bank"
895,475,326,2527.5,1350,4048,1243.37637362637,303,8550,2255
912.8,471.2,339,2436,1360.8,4009.4,1222.9532967033,300.6,8750,2242.75
902.45,468,348.15,2452,1370.55,3978.4,1235.10989010989,305.05,8840,2278.5
914,476.1,361.9,2449.5,1383,3996,1228.05906593407,307.45,8760,2274.5
916,477.4,360.95,2460,1398,3972,1251.88598901099,309,9072,2315
930,470,357.7,2465.5,1391,3896,1261.61126373626,306,8850,2298.5
918.4,472,356.1,2475,1376,3905,1259.42307692308,300.05,8850,2286
927.5,475,361.75,2481,1396,3912,1266.23076923077,301,9050,2253
934.1,476,361.25,2523.5,1412.8,3889,1292.00274725275,318,8950,2275
938.95,483,364,2520.5,1457,4105.4,1308.53571428571,314,8946,2295
932.85,482.15,358.35,2510.5,1435.1,3860,1288.5989010989,319,9000,2355
947,484.7,364,2566,1443,3839.2,1308.04945054945,314,9220,2393.75
960,482,360.1,2565,1445,3832,1303.18681318681,306.8,9200,2434.5
962.7,483.6,366.7,2570,1450,3804,1303.18681318681,309.4,9320,2430
960,477,367.9,2588,1449,3812,1298.32417582418,307.95,9230,2300
969,477.3,360,2510,1415.9,3788,1274.01098901099,305,9073,2238.75
962.25,480.2,369.1,2551,1395,3811.4,1254.56043956044,304,9350,2237.5
976.15,479.1,364.2,2551,1420.05,3795,1274.01098901099,309.5,9282,2257.5
981,469.9,372.05,2600,1451,3740,1278.87362637363,317,10000,2320
970,462,370.75,2660,1447,3754.8,1321.17857142857,317,9950,2360
976,464,371,2626.5,1444.9,3775.6,1316.8021978022,313,10580,2362
975,457.5,364.75,2616,1444.75,3687.6,1299.53983516484,310,10485,2329.5
994,455,370.35,2711,1480.1,3664,1369.07554945055,311.2,10668,2390
994,455.2,387.95,2730,1475,3736,1380.98901098901,321,10587,2425
988.55,455.5,384.9,2791,1490,3756,1376.61263736264,326.2,10525.5,2465
993,464,396,2780,1482.8,3739.6,1403.35714285714,326,10729,2484.75
1005,456,406.2,2778,1501.5,3760,1396.06318681319,317,10553.5,2465
998,460,422.05,2783,1505.7,3744,1391.92994505495,322,10550,2448.25
1008.25,464.65,427.1,2780.5,1495,3780,1385.85164835165,323.05,10433,2444.25
1008,466.3,430.8,2779.5,1505,3900,1385.85164835165,319,10590,2465
986.1,475.2,429.7,2734,1503,3930.2,1370.29120879121,319,10649.5,2455
980.4,475.05,427.85,2705.5,1492.9,3928.6,1385.85164835165,320.55,10600,2440
981.4,476,420,2765,1480.1,3968,1366.4010989011,319,10400,2440
974.95,480,423.7,2709,1471.9,4047.6,1357.64835164835,318.25,11075,2495.5
963,470,430,2693.5,1480,3995.6,1380.98901098901,317,10880,2475.5
980,476.1,434,2694.5,1482.9,4080,1372.72252747253,320.05,10907,2410
991,477,457.5,2712.5,1483,4050.8,1385.85164835165,324,10960,2525.25
1028,474.5,442.1,2719,1475,3964,1385.85164835165,330,10800,2625
1014.9,486,432.65,2710,1494,4022,1379.28708791209,329.3,10681.5,2638.75
1001.7,490.95,434.05,2683,1468.2,4044,1355.94642857143,330,10900.5,2554.5
1029,488.95,436.65,2700,1470.2,4058.4,1347.92307692308,323,11110,2557.5
1032,493,437.75,2735,1480.1,4100,1366.4010989011,323,10782.5,2580
1027.9,490,430.15,2660,1470,4040.4,1354.00137362637,321.6,10480,2539
1015,494,439.5,2655.5,1468,4079.2,1345.97802197802,322.85,10504,2570
1028,492,438.95,2703,1481.95,4096,1351.32692307692,325.7,10360,2603.75
1024,494,438.15,2685,1486,4080,1342.08791208791,325.4,10550,2525
1025,492,439.4,2698.5,1475.2,4029,1332.36263736264,319,10750,2551
1032,489,441.5,2748,1480,4046.8,1337.22527472527,319.1,10826,2600
1043,490,449.5,2780,1512,4130,1369.07554945055,302.5,11184,2615
1069,505,461,2725,1558,4140,1394.11813186813,297,11290,2567.75
1068.75,500,464,2788,1555,4048,1390.71428571429,293.25,11348.5,2572.25
1088,504,466,2796,1561.15,4140,1383.42032967033,293,11680,2587.25
1092,503.75,464,2750,1550.7,4116,1364.69917582418,290,11590,2594.5
1084,497,466,2740,1549,4084,1339.89972527473,292.9,11780,2490.25
1064,495,460,2714,1539.9,4080,1307.32005494506,291.95,11620,2429
1060.5,501.55,447,2685.5,1537,4112,1295.64972527473,292.85,11590,2440
1062,510,456.8,2699.5,1547,4161.6,1304.40247252747,298.1,11850,2445
1066,512,450,2763,1550.95,4132,1338.9271978022,294.7,11800,2450
1048,509,450,2800,1547,4105,1341.11538461538,292,11860,2470
1060,508,455.3,2829.5,1551,4140,1351.81318681319,291,11940,2540
1073,510,455.05,2883.5,1561,4136.8,1371.26373626374,295,11821,2502
1069,512,456.35,2924,1558,4104,1362.51098901099,290.45,11800,2500
1075,515.7,461.5,2943,1578,4108.4,1353.27197802198,292.1,11750,2475
1091.1,507.1,473,2928.5,1661.3,4020,1395.57692307692,298,11830,2497.75
1080.45,510,491,2957,1687.8,3980.4,1362.02472527473,290,11650,2530
1083,512.45,490.15,2921,1674.8,4000,1357.16208791209,286,11950,2539.5
1078.65,510,480,2894,1685.1,3928,1348.8956043956,285,12040,2515
1060.2,506,485.25,2898,1672,3820,1356.67582417582,286.9,12500,2559
1072.5,510,487.5,2940,1699,3888,1382.93406593407,288,12516,2575
1068.35,501.1,479.5,2893,1690.05,3896,1361.53846153846,289.5,12630,2527.5
1072,494.8,482.5,2914.5,1681.05,3728,1376.12637362637,290.65,12687.5,2534
1059,491.8,479.95,2905,1700,3700,1376.12637362637,283,12580,2520.5
1043,494,472.1,2919,1672.05,3719.2,1382.93406593407,279,12300,2499.5
1050,498.2,472,2842,1671,3680,1342.08791208791,283,12440,2482.5
1060.5,500,482.1,2865,1685,3736.8,1336.49587912088,283.75,12520,2450
1066,490,480,2825,1688.1,3675.2,1315.82967032967,278.5,12600,2430
1070,499,483,2879,1735,3719.2,1316.31593406593,278.7,12770.5,2507
1100.25,504,484.9,2865,1745,3732,1333.5782967033,278.5,13500,2600
1106,492.5,480,2860,1740,3680,1347.92307692308,277.8,13120,2615.5
1108,495.75,479.3,2830.5,1760,3700.2,1330.41758241758,275.75,12870,2538.25
1120,495,470.95,2908,1748,3699.2,1361.53846153846,278.25,12790,2547.5
1117.3,497,485,2887,1730.15,3697.2,1349.13873626374,275.3,12700,2530
1118.9,497,485,2931,1720,3740,1411.38049450549,280,12720,2530
1135,499.9,495,3002.5,1725,3744,1455.63049450549,282,12964,2605
1150,500,490.75,2962.5,1725,3744,1456.35989010989,280,12839,2545
1170,503.35,483.85,3003.5,1711,3799.6,1480.67307692308,280,12754,2565
1169.7,508.5,467.9,2970,1750,3788,1463.65384615385,278.15,12968.5,2590.25
1157.65,501.55,482.2,2951,1750,3780,1458.79120879121,278.85,13283.5,2625
1168,504.8,502,2992.5,1736.25,3800,1462.43818681319,275,13400,2584
1142,507,495,2980,1748.75,3860,1454.9010989011,277.55,13220,2533.75
1147.25,506.25,485.15,3010.5,1746.45,3808,1476.78296703297,277.95,13330,2520
1144,515,488.05,3080,1744,3820,1483.1043956044,276,13500,2514
1150,507,481.35,3047,1745,3796,1484.32005494505,275.35,12999,2490
1148,518,475.95,3048,1728,3824,1497.69230769231,278,13281.5,2480
1140,521.7,471.15,3090,1732.55,3831.2,1502.55494505495,277.3,12910,2517
1115.15,522.35,480.35,2950,1752,3852,1474.59478021978,274.5,12500,2513
1099.45,527,477,2891,1745.1,3828.6,1494.77472527473,268,12350,2505
1100,524.95,470.4,2840.5,1694,3839.6,1491.85714285714,264,12400,2500
1122,535,465.5,2900,1768.1,3920,1545.34615384615,267,12610,2540
1131.9,540,473.8,2881.5,1787.6,3970.8,1560.42032967033,268,13175.5,2545
1145.8,533.65,472.5,2839,1815.3,3941.2,1528.08379120879,260,13090,2525
1156,534,470,2894,1771,3964.6,1566.98489010989,268.3,13230,2584.5
1160,537.9,474.85,2872,1764.9,3876,1584.73351648352,263,13300,2570
1160,544.4,472,2892.5,1796,3883.8,1565.28296703297,265.5,13336,2560
1164.3,551.9,510.8,2880,1790,3876,1550.69505494506,268,13650,2545
1163,555,547.3,2910,1805,3860,1562.85164835165,265.8,13650,2570
1154.6,560,533,2880.5,1780,3928.2,1556.53021978022,263,13356.5,2551.5
1172,550.9,538,2923,1787,3844.4,1585.21978021978,265.6,13590,2562.5
1144.05,541,531.5,2888,1780,3760,1555.80082417582,264.65,13582,2575
1153.05,540,538.6,2870,1777,3772,1560.42032967033,262,13880,2573.5
1151.3,523.6,516.95,2860,1749,3838.8,1531.73076923077,260,13700,2550.25
1150,522,521.15,2853.5,1740.05,3828,1539.02472527473,260,13703,2545
1152,520.1,521.15,2845,1759.95,3820,1551.91071428571,257,13625,2554
1143,522,517,2840,1740,3807.6,1548.75,253.55,14150,2539.5
1145.5,513.8,517.7,2867.5,1735,3754.4,1539.51098901099,256.25,14105,2560
1158,512,514.45,2878,1755.25,3740,1423.78021978022,254,14149.5,2605
1150.8,508.2,529.9,2897.5,1760.3,3774,1422.56456043956,254,14090.5,2559
1158.75,512,522,2912.5,1759.7,3780,1426.6978021978,251,14160,2555.5
1163.7,510,518.35,2946.5,1740.6,3760,1410.16483516484,245.85,14047.5,2559.5
1153.95,513.7,512.95,2889.5,1723.05,3776.2,1422.32142857143,246,14013.5,2545
1134,514,516,2769.5,1691.6,3721.2,1401.41208791209,247,13412,2452.5
1113.55,518,509.05,2765.5,1704,3708,1419.89010989011,246,13840,2485
1103,520,514.9,2724,1701.55,3709.4,1424.26648351648,244.95,13737.5,2558.5
1096.8,518,534.4,2740,1690,3740,1415.02747252747,244.45,13810,2585
1121,516.1,539.4,2747,1695,3820,1422.80769230769,250.15,13900,2550.75
1112.65,521.6,539,2744.5,1686.6,3822.4,1410.16483516484,250,13800,2544.5
1144.95,514,533,2750,1702,3784,1429.61538461538,248.95,13720,2554.75
1131,510,534.95,2801,1696.8,3780,1434.47802197802,252.5,14000,2540
1120,512.8,533,2807,1705,3780,1410.16483516484,251.5,14490,2544.75
1131,536,536.85,2872,1737.95,3820,1422.32142857143,259,14100,2567.25
1135,526.1,530,2849,1740,3904,1405.78846153846,255,14350,2550
1132.7,520.2,526,2890,1742.52136752137,3895.8,1436.90934065934,256.9,14540,2531
1124.15,529,538,2896,1772.4358974359,4000,1457.81868131868,254,14900,2571.5
1118.1,534.2,534,2923.5,1755.98290598291,3893,1458.79120879121,250,14995,2565
1123.6,534.2,532.7,2920,1750,3939.6,1470.70467032967,247.2,15400,2533.5
1152,542,529.05,2924,1765.03205128205,3956,1475.56730769231,248.6,15163,2602
1155,544,531.2,2939,1771.98717948718,3920,1481.40247252747,256,15550,2605
1160,568.8,530.8,2910,1776.17521367521,3884,1461.70879120879,255.95,16044,2703.75
1111,581.9,545,2908.5,1767.94871794872,3924.4,1468.51648351648,263.4,16390,2695
1161,585.7,537,2954,1763.46153846154,3964,1484.32005494505,261.9,16059,2668
1128.5,580,535.95,2963.5,1750,3984,1483.1043956044,258.55,16300,2710
1146,580,538,2969.5,1770.94017094017,3976,1529.29945054945,261.8,16940,2656
1150,578.1,527.45,2955,1779.76495726496,3920,1476.78296703297,256,16700,2625
1152.8,579.9,533,2990,1779.24145299145,3991.4,1458.06181318681,251,17050,2582.5
1160.6,580,544,3137,1789.48717948718,4028,1473.37912087912,249.8,17028,2590
1150,589,540.15,3102,1784.32692307692,4020,1471.43406593407,252,17245,2585
1134,588.2,555,3074,1767.79914529915,3969.8,1465.5989010989,252.85,17062.5,2577.5
1155,578.2,563.55,3000,1755.98290598291,3940.8,1431.31730769231,242,17050,2530
1169,578.5,609.05,3055,1763.46153846154,3928,1445.17582417582,249,17500,2542.25
1150,580.2,611.4,3119,1766.37820512821,3880,1463.65384615385,250.1,18090,2532.5
1140,574,617,3036.5,1752.99145299145,3865,1432.0467032967,245,17730,2473.75
1150.4,572,618.55,3002,1729.05982905983,3887.6,1409.19230769231,242.8,16810,2443
1136,576.1,610,2951.5,1720.83333333333,3908,1380.98901098901,237.9,16260,2419.5
1145,581.2,614.45,2821,1712.60683760684,3940.6,1407.24725274725,237.1,17000,2453
1159.9,578,635,2799.5,1715,3936,1419.40384615385,237,17350,2465
1142.4,580,630,2837.5,1708.11965811966,4040,1441.77197802198,238.8,17300,2509.5
1135,576.5,621.05,2780,1697.57478632479,4086,1423.29395604396,247.6,17071.5,2482.5
1126.05,578.3,625,2790,1691.74145299145,3716,1438.8543956044,244,17003,2466.5
1135,579.5,622,2777.5,1699.1452991453,3570,1434.96428571429,240,17062.5,2480
1130,582,616.55,2745,1686.73076923077,3524.4,1435.93681318681,242,17047.5,2515
1154,580.2,611,2800,1690.09615384615,3628,1453.92857142857,242.1,17899.5,2524
1137,581.6,605,2820,1694.65811965812,3788,1458.79120879121,242,17730,2530
1155,580.4,612,2780,1693.16239316239,3773.6,1461.70879120879,243.9,18397,2542.75
1159,582.2,601.65,2775.5,1694.80769230769,3740.4,1464.86950549451,241.7,17853.5,2522.5
1149,591,613,2769.5,1705.12820512821,3712,1458.79120879121,241.5,17997.5,2525
1171,596,619,2779,1700.64102564103,3660.8,1458.79120879121,239,17720,2505
1216,594,613.4,2785,1704.67948717949,3685,1455.14423076923,239,18000,2530
1195.05,594.6,613.2,2773,1690.17094017094,3613.4,1444.2032967033,246.8,18010,2500.25
1206,595.8,648.8,2753,1682.24358974359,3596,1438.8543956044,249,17800,2524.5
1214.05,597.8,642,2769,1675.28846153846,3592,1439.34065934066,258.8,18899.5,2475
1199.6,600,641,2750,1693.16239316239,3584.4,1430.10164835165,253,19890,2483
1203.65,602,637,2729.5,1762.19017094017,3560,1429.61538461538,255.3,19015.5,2475
1237.15,604,639.8,2714.5,1824.78632478632,3524,1427.18406593407,255.25,19390,2481.75
1255,597.6,639,2750,1818.80341880342,3540,1416.48626373626,257,18960,2482.5
1252,563.2,633,2739,1830.61965811966,3545.6,1412.83928571429,257,19090,2525
1243,572.1,625,2714.5,1815.81196581197,3580,1428.15659340659,255.6,19000,2595
1244.25,569.4,635,2722.5,1814.39102564103,3640,1421.10576923077,262,19060,2580.5
1256,576,652,2704.5,1854.40170940171,3640.4,1424.50961538462,262,19180.5,2623
1253.05,578,640,2680,1839.6688034188,3661.2,1426.45467032967,258.2,19150,2595
1239,578,625,2700,1848.71794871795,3650,1410.16483516484,256,19000,2602.5
1229.8,582,615,2670.5,1836.75213675214,3632.8,1372.72252747253,254,19020,2555
1240,587.8,601.9,2618.5,1777.82051282051,3604,1355.7032967033,253,18600,2520
1190,582.4,600.05,2580,1738.03418803419,3584,1359.10714285714,257,18026,2480.75
1184,580.6,596.2,2600,1744.01709401709,3620,1385.85164835165,261.4,18600,2555.25
1160,577.2,592,2510,1706.62393162393,3592,1348.8956043956,260.95,18080,2543.75
1139.9,574,584.95,2543,1712.45726495727,3600,1346.95054945055,269.2,18617,2535
1132,563.1,594.95,2552,1720.38461538462,3632,1353.75824175824,273,18500.5,2545
1140,566.1,600,2511.5,1697.64957264957,3615.8,1352.78571428571,272,18750,2549.75
1155,564,610,2533,1702.13675213675,3596,1342.08791208791,270,18699,2527.5
1161,570,598.3,2515,1693.53632478632,3626.4,1320.20604395604,274,18650,2510
1169,574,617,2570,1705.12820512821,3688,1318.74725274725,276.05,19300,2525
1159.45,573.9,624.7,2561.5,1723.07692307692,3760,1325.06868131868,281.3,19410,2532.5
1166,573.1,615.65,2574,1729.05982905983,3744,1315.58653846154,285.6,19580,2595
1164,582.2,611.05,2520,1706.62393162393,3720,1298.81043956044,281.2,19320,2571
1167.95,587.7,617.2,2516,1712.60683760684,3720.2,1300.75549450549,283.5,19560.5,2615
1176,583.7,627,2531,1705.12820512821,3740,1336.73901098901,287.95,19690,2647.25
1171.5,584,630,2517.5,1712.60683760684,3740,1335.03708791209,290.95,18881,2635
1193,577.1,625.4,2460,1720.08547008547,3716,1305.13186813187,290,18840,2450
1178,590.1,613.5,2448,1718.58974358974,3720,1272.5521978022,290.9,18780,2323.75
1181,583.7,610,2432,1699.29487179487,3712.8,1255.53296703297,285,18400,2301.75
1173,593.2,605.9,2460,1697.64957264957,3780,1286.16758241758,292,18425,2255
1220,592,610,2799.5,1720.08547008547,3680,1421.3489010989,291,18250,2325
1200,595,590.75,3279.5,1802.35042735043,3760.6,1458.79120879121,289.1,17270,2365
1212,602.7,589.7,3200,1832.33974358974,3820,1424.75274725275,293.35,17750,2427.5
1180.1,592,590,3112.5,1836.75213675214,3816,1458.54807692308,290.8,18294,2430
1190,585,618,3122,1847.22222222222,3693.6,1458.79120879121,285,18000,2463
1185,590.7,642,3097.5,1833.76068376068,3696,1473.37912087912,288.3,17950,2625
1174.7,586,633,3200,1817.30769230769,3696,1517.14285714286,285.1,18350,2678
1181.25,588,658.1,3155,1811.39957264957,3690.8,1543.88736263736,291,18000,2675
1169,589.1,725.3,3241,1839.74358974359,3700,1535.86401098901,286.9,18150,2700
1160.05,599.1,783,3290,1829.2735042735,3714,1541.45604395604,287.1,18150,2675
1147.05,606,769,3186,1811.32478632479,3833,1518.60164835165,284.5,18000,2688.5
1172.2,603,746,3122.5,1823.2905982906,3834,1488.21016483516,287.85,17700,2740
1190.5,607.6,773.1,3150,1826.28205128205,3818.4,1508.63324175824,284.8,17500,2692.5
1180.1,604,778,3351,1854.70085470085,3842.4,1548.75,277,17482,2776
1175,597.6,769.8,3290,1840.49145299145,3800,1527.11126373626,275,17250,2694.75
1165,598,773,3279.5,1812.82051282051,3788,1524.92307692308,275.8,17410,2720
1180,592,775.9,3256,1823.14102564103,3804.6,1535.37774725275,272,17150,2712.5
1180,599.5,775,3432.5,1838.24786324786,3959.2,1575.49450549451,270,17851,2726.5
1160,589.1,792,3377,1854.70085470085,3878.8,1580.35714285714,272,17870,2712.5
1157.6,596.5,792.9,3348,1839.81837606838,3845.4,1556.04395604396,279.8,18150,2740
1196,589,820,3310,1832.26495726496,3860,1556.04395604396,276,18097.5,2734.75
1174.3,588.3,814,3360.5,1820.5235042735,3880,1559.93406593407,272,17650,2710
1162,586.9,815.9,3360,1820,3956.4,1558.47527472527,271.8,17638.5,2729.5
1159.6,587.8,838,3300,1821.12179487179,4000,1536.59340659341,271.5,17860,2725
1157,594,827,3353.5,1839.74358974359,3987.6,1536.59340659341,272.5,17732.5,2798.25
1170,592.9,823,3340,1824.63675213675,3956,1524.19368131868,276.5,17621,2807.5
1153.95,598,815,3268.5,1824.78632478632,3956,1527.84065934066,276,17500,2739.5
1147,592,824.75,3215.5,1827.77777777778,3910,1502.55494505495,275.1,17200,2687.5
1141,574,814.7,3150,1814.31623931624,3932,1483.1043956044,273,17110,2671.25
1122,576,813.5,3130,1820.29914529915,3944,1479.70054945055,265.1,16710,2675
1139,568,793.1,3177,1812.82051282051,3937.6,1480.67307692308,265.25,17060,2665
1120,573,780,3123,1767.94871794872,3950,1458.79120879121,267,16749,2672.5
1145,566,800,3169.5,1824.78632478632,4000.4,1491.12774725275,265,16810,2680.25
1135,564.4,812.5,3152.5,1824.78632478632,3988,1522.00549450549,265.75,17100,2749.5
1135.7,580,820.55,3179.5,1824.78632478632,4012,1512.28021978022,273,17080,2735
1117,570,822,3184,1799.35897435897,4048,1492.82967032967,265.8,16850,2690
1117.1,572.6,820,3142,1784.55128205128,4021,1473.37912087912,262.65,16665,2680
1129,580,829.4,3178,1800.8547008547,4060,1493.55906593407,269,17000,2725
1134,576,835,3108,1793.37606837607,4060,1468.51648351648,271,17280,2710
1155,591.6,844.5,3190,1825.23504273504,4061.4,1502.55494505495,268.15,17380,2749.75
1136.7,588.7,868,3182,1824.78632478632,4019.2,1526.86813186813,272.45,17500,2750
1143.9,596,864.65,3177,1842.88461538462,4053.2,1541.21291208791,270.55,17750,2769.5
1139,595.3,860,3170,1875.71581196581,4077.6,1531.24450549451,268,17532.5,2747
1141.9,606,859.7,3188,1895.90811965812,4119.2,1536.59340659341,266,17890,2778.75
1158,606,855.3,3170,1898.07692307692,4116,1540.48351648352,264,17910,2762.5
1144,613.2,849,3146,1878.63247863248,4127.6,1520.30357142857,262.3,17700,2721.75
1139.2,613,840,3093,1883.11965811966,4120,1527.11126373626,263,17600,2737
1160,626.8,850,3100,1891.94444444444,4160,1517.14285714286,265.95,17768,2812
1145,630,855,3081,1900.32051282051,4148.8,1508.39010989011,267,17250,2816.75
1150,640,861,3049,1876.53846153846,4140,1507.41758241758,271,17240,2800.25
1149.5,619.9,855,3040,1918.11965811966,4088,1531.73076923077,272.3,17197.5,2824.75
1172,628,892.5,3110,1974.35897435897,4061.2,1523.22115384615,279.55,17569.5,2810
1184,620,912,3066,1962.39316239316,4060,1522.00549450549,279.7,18250,2815.75
1180,625,925.1,3070,2006.96581196581,4160,1531.73076923077,298,18400,2825
1191.9,636,935,3041,2002.77777777778,4199.6,1519.57417582418,307,18197.5,2834.5
1178,649.8,918,3015,1978.84615384615,4212,1517.14285714286,308.9,17931,2809.75
1195,642.1,907,3042.5,1982.28632478632,4356,1504.74313186813,308,17640,2800
1192,637.6,908.8,3032,1992.68162393162,4314,1552.64010989011,309,18000,2778.75
1201.25,630,925,3020,1984.90384615385,4320,1602.23901098901,306,17423,2807.75
1189.55,664.3,903,2952,1983.33333333333,4472,1604.67032967033,291.65,16910,2805
1195,648,885.25,3141.5,2027.45726495726,4596,1701.92307692308,296,17050,2998.5
1192,654.4,899.9,3027.5,2036.50641025641,4595.6,1685.39010989011,284,16606,2933.5
1195,639,898,3094,2049.96794871795,4566.8,1716.51098901099,285.15,17390,2955
1177,641.6,919.9,3062.5,2101.49572649573,4604.8,1712.86401098901,288,17100,3080.5
1170,633,903.9,3178,2108.07692307692,4711.2,1746.17307692308,294,16950,3110
1152,631.8,888,3330,2093.11965811966,4737.6,1720.64423076923,294,17420,3050
1151,625.1,881,3138,2116.75213675214,4660,1750.54945054945,299.4,17104,3085
1150,621,900.4,3110.5,2133.80341880342,4722,1728.66758241758,300.5,17200,3040
1130,614,884,3130,2137.31837606838,4640,1699.00549450549,304,16740,2950.25
1149.5,614,870,3160.5,2176.28205128205,4600,1700.46428571429,300,16770,2960
1146,602.5,815,3020,2173.2905982906,4560,1653.2967032967,294,17180,2905.5
1125,596,814.45,2927,2091.92307692308,4552,1604.18406593407,292,16080,2790
1113.55,588.9,775,2860,1981.83760683761,4436,1550.45192307692,285.1,15530,2720.25
1115,622.9,790,2956,2050.64102564103,4448.4,1628.98351648352,293.15,16800,2946.5
1125.3,582,785.5,2930,2007.5641025641,4481.2,1615.61126373626,296,16557,2802.75
1110,577,791,2979.5,1988.86752136752,4499.6,1575.49450549451,298,16380,2799.5
1134.8,578,802.5,2880,1993.80341880342,4448,1623.63461538462,302,16290,2828.75
1145,583.2,818.9,2890,2023.79273504273,4416,1591.78434065934,301.95,16450,2816
1155,588,814.5,2750,2034.18803418803,4400.4,1561.39285714286,307.5,16800,2672.75
1136.7,588.8,810,2800.5,2020.7264957265,4484,1609.53296703297,309.9,16871,2721
1145,585.2,808,2712,1986.25,4500.8,1580.35714285714,303.9,16575.5,2688.75
1122,577.1,804.5,2682,1930.98290598291,4528,1560.66346153846,304.75,16300,2710
1129,583.5,836.1,2720,1950.35256410256,4584,1531.73076923077,310.25,16420,2668.5
1125.65,584.6,821,2716,1917.3717948718,4595.6,1550.69505494506,309.7,15986,2668
1119.9,586.6,821.95,2730.5,1932.47863247863,4660,1553.61263736264,312,16050,2625
1102.1,590,819.9,2800,1949.67948717949,4628,1571.11813186813,310.7,16350,2686
1103.05,584.2,825,2739.5,2015.94017094017,4568.4,1599.80769230769,312.05,16839,2752.75
1110.4,580,824,2648,1989.31623931624,4592.2,1531.73076923077,307.8,16560,2675
1120.25,586,820,2668,1978.84615384615,4693.8,1522.00549450549,310,16350,2627.25
1118.55,584.2,810.5,2608,1965.38461538462,4640,1482.13186813187,311,16700,2624
1108.85,582.5,814,2660,1957.90598290598,4669,1499.63736263736,305.8,16450,2628
1102.55,572.5,806,2559.5,1914.52991452991,4605.2,1419.89010989011,306.9,16375.5,2567.25
1113.35,570.4,819,2470,1889.4764957265,4576,1400.43956043956,308.9,16346.5,2587.5
1129.5,570,818.75,2570.5,1926.49572649573,4640.8,1463.41071428571,305,16281.5,2606
1134.15,579.8,830,2540,1944.89316239316,4681.2,1431.07417582418,306,16640,2530.25
1130.95,587,842,2518.5,1959.40170940171,4704.8,1462.19505494505,298,16650,2595
1140,590.2,852,2520.5,1951.92307692308,4716,1463.89697802198,291.25,16650,2636
1135,590,868.95,2579,1951.92307692308,4720,1492.34340659341,294.5,17187,2655.5
1160,592,872,2530,1944.07051282051,4739.2,1472.40659340659,280.4,17100,2664.5
1125.5,591.5,872,2530,1920.51282051282,4658.8,1449.5521978022,278.35,16950,2605.75
1103,572.8,869,2470,1922.00854700855,4588.6,1422.56456043956,269.6,16310,2567
1100,584,871.25,2510,1938.91025641026,4652.4,1432.28983516484,270.35,16560,2603
1102.1,591.1,875.05,2469,1962.99145299145,4667.6,1408.21978021978,273,17050,2624.5
1082,572,880,2386,1921.93376068376,4580,1346.95054945055,267.9,16681.5,2555
1110,570.4,899,2350,1895.08547008547,4668,1339.89972527473,269.95,16920,2500
1118,558,951,2507,1949.75427350427,4580,1376.12637362637,273.6,17500,2549
1121.05,546.9,942.55,2524,1950.27777777778,4612,1376.12637362637,275.4,17720,2556.25
1125,562.9,940,2510,1961.19658119658,4542,1322.63736263736,283.5,17697.5,2547
1150,576,947,2498,1996.79487179487,4547.2,1266.71703296703,275,18250,2465.5
1159.95,568.3,938,2510,1993.80341880342,4562,1302.21428571429,279,18390,2510
1153.05,565.2,914,2512,1959.92521367521,4536.2,1307.56318681319,275,18620,2497.25
1145.2,575.9,920,2600,1960.89743589744,4560,1352.54258241758,276.65,19170,2525
1150,567.9,945.35,2612,1968.37606837607,4519.6,1354.48763736264,275.55,19500,2514
1158.5,557.6,964,2606.5,1989.31623931624,4508,1361.53846153846,275,19410,2615.5
1156,572,964,2632.5,2032.69230769231,4472,1409.19230769231,281.5,19350,2750
1165,575.9,978.5,2570,2022.52136752137,4531.6,1381.96153846154,283.95,19250,2676.75
1169.9,575.2,983.1,2540.5,2030.37393162393,4698,1398.00824175824,283,19490,2755
1160,580,983,2490,2009.2094017094,4397.2,1389.25549450549,285.35,19011,2692.5
1183.9,580.2,985,2515,2047.64957264957,4527.8,1400.43956043956,287,19510,2723.5
1176,572.5,1003.5,2490,2026.85897435897,4496,1424.75274725275,285.1,19500,2675
1180,588,977.15,2479,2034.18803418803,4496,1411.13736263736,284.35,19329,2601.75
1167,585.6,955,2455,2070.53418803419,4554,1404.81593406593,284.6,19081.5,2571
1150.05,600,963.3,2425,2049.1452991453,4664,1361.53846153846,291.95,18940,2549.5
1176,593.6,966,2420,2034.03846153846,4740,1356.67582417582,290,19045.5,2532.25
1160.05,578,955,2405,2056.62393162393,4616,1375.15384615385,290,19254.5,2525
1163.8,554,972,2381,2035.68376068376,4660,1361.53846153846,292,18990,2492
1163,556,965.5,2320,2016.53846153846,4720,1342.81730769231,288.9,19015.5,2395
1185,556,973.9,2450,2064.40170940171,4752,1405.3021978022,286,19206,2675.25
1200,557.5,981,2464,2118.39743589744,4800,1384.14972527473,281.1,19100,2600
1221.75,552,966,2400.5,2094.83974358974,4792,1351.81318681319,280,19000,2590
1206,546.8,957,2430,2067.09401709402,4760,1363.96978021978,279.4,18990,2665.25
1194.25,536,963.7,2420,2047.64957264957,4708.4,1382.69093406593,272.85,18616,2625
1216,550,980,2475,2077.5641025641,4706.2,1470.9478021978,268,18900,2675.75
1200,541,968.2,2499.5,2040.17094017094,4680,1491.85714285714,268,18525.5,2707.5
1234,541.2,986,2473,2065.59829059829,4660,1503.52747252747,267.65,18390,2742.5
