Asian Paints,Wipro,Titan,SBI,L&T,Infosys,ICICI,CoalIndia,Bajaj Finance,Axis Bank
1099.45,527,477,289.1,1745.1,957.15,307.4,268,1235,501
1100,524.95,470.4,284.05,1694,959.9,306.8,264,1240,500
1122,535,465.5,290,1768.1,980,317.8,267,1261,508
1131.9,540,473.8,288.15,1787.6,992.7,320.9,268,1317.55,509
1145.8,533.65,472.5,283.9,1815.3,985.3,314.25,260,1309,505
1156,534,470,289.4,1771,991.15,322.25,268.3,1323,516.9
1160,537.9,474.85,287.2,1764.9,969,325.9,263,1330,514
1160,544.4,472,289.25,1796,970.95,321.9,265.5,1333.6,512
1164.3,551.9,510.8,288,1790,969,318.9,268,1365,509
1163,555,547.3,291,1805,965,321.4,265.8,1365,514
1154.6,560,533,288.05,1780,982.05,320.1,263,1335.65,510.3
1172,550.9,538,292.3,1787,961.1,326,265.6,1359,512.5
1144.05,541,531.5,288.8,1780,940,319.95,264.65,1358.2,515
1153.05,540,538.6,287,1777,943,320.9,262,1388,514.7
1151.3,261.8,516.95,286,1749,959.7,315,260,1370,510.05
1150,261,521.15,285.35,1740.05,957,316.5,260,1370.3,509
1152,260.05,521.15,284.5,1759.95,955,319.15,257,1362.5,510.8
1143,261,517,284,1740,951.9,318.5,253.55,1415,507.9
1145.5,256.9,517.7,286.75,1735,938.6,316.6,256.25,1410.5,512
1158,256,514.45,287.8,1755.25,935,292.8,254,1414.95,521
1150.8,254.1,529.9,289.75,1760.3,943.5,292.55,254,1409.05,511.8
1158.75,256,522,291.25,1759.7,945,293.4,251,1416,511.1
1163.7,255,518.35,294.65,1740.6,940,290,245.85,1404.75,511.9
1153.95,256.85,512.95,288.95,1723.05,944.05,292.5,246,1401.35,509
1134,257,516,276.95,1691.6,930.3,288.2,247,1341.2,490.5
1113.55,259,509.05,276.55,1704,927,292,246,1384,497
1103,260,514.9,272.4,1701.55,927.35,292.9,244.95,1373.75,511.7
1096.8,259,534.4,274,1690,935,291,244.45,1381,517
1121,258.05,539.4,274.7,1695,955,292.6,250.15,1390,510.15
1112.65,260.8,539,274.45,1686.6,955.6,290,250,1380,508.9
1144.95,257,533,275,1702,946,294,248.95,1372,510.95
1131,255,534.95,280.1,1696.8,945,295,252.5,1400,508
1120,256.4,533,280.7,1705,945,290,251.5,1449,508.95
1131,268,536.85,287.2,1737.95,955,292.5,259,1410,513.45
1135,263.05,530,284.9,1740,976,289.1,255,1435,510
1132.7,260.1,526,289,1165,973.95,295.5,256.9,1454,506.2
1124.15,264.5,538,289.6,1185,1000,299.8,254,1490,514.3
1118.1,267.1,534,292.35,1174,973.25,300,250,1499.5,513
1123.6,267.1,532.7,292,1170,984.9,302.45,247.2,1540,506.7
1152,271,529.05,292.4,1180.05,989,303.45,248.6,1516.3,520.4
1155,272,531.2,293.9,1184.7,980,304.65,256,1555,521
1160,284.4,530.8,291,1187.5,971,300.6,255.95,1604.4,540.75
1111,290.95,545,290.85,1182,981.1,302,263.4,1639,539
1161,292.85,537,295.4,1179,991,305.25,261.9,1605.9,533.6
1128.5,290,535.95,296.35,1170,996,305,258.55,1630,542
1146,290,538,296.95,1184,994,314.5,261.8,1694,531.2
1150,289.05,527.45,295.5,1189.9,980,303.7,256,1670,525
1152.8,289.95,533,299,1189.55,997.85,299.85,251,1705,516.5
1160.6,290,544,313.7,1196.4,1007,303,249.8,1702.8,518
1150,294.5,540.15,310.2,1192.95,1005,302.6,252,1724.5,517
1134,294.1,555,307.4,1181.9,992.45,301.4,252.85,1706.25,515.5
1155,289.1,563.55,300,1174,985.2,294.35,242,1705,506
1169,289.25,609.05,305.5,1179,982,297.2,249,1750,508.45
1150,290.1,611.4,311.9,1180.95,970,301,250.1,1809,506.5
1140,287,617,303.65,1172,966.25,294.5,245,1773,494.75
1150.4,286,618.55,300.2,1156,971.9,289.8,242.8,1681,488.6
1136,288.05,610,295.15,1150.5,977,284,237.9,1626,483.9
1145,290.6,614.45,282.1,1145,985.15,289.4,237.1,1700,490.6
1159.9,289,635,279.95,1146.6,984,291.9,237,1735,493
1142.4,290,630,283.75,1142,1010,296.5,238.8,1730,501.9
1135,288.25,621.05,278,1134.95,1021.5,292.7,247.6,1707.15,496.5
1126.05,289.15,625,279,1131.05,929,295.9,244,1700.3,493.3
1135,289.75,622,277.75,1136,892.5,295.1,240,1706.25,496
1130,291,616.55,274.5,1127.7,881.1,295.3,242,1704.75,503
1154,290.1,611,280,1129.95,907,299,242.1,1789.95,504.8
1137,290.8,605,282,1133,947,300,242,1773,506
1155,290.2,612,278,1132,943.4,300.6,243.9,1839.7,508.55
1159,291.1,601.65,277.55,1133.1,935.1,301.25,241.7,1785.35,504.5
1149,295.5,613,276.95,1140,928,300,241.5,1799.75,505
1171,298,619,277.9,1137,915.2,300,239,1772,501
1216,297,613.4,278.5,1139.7,921.25,299.25,239,1800,506
1195.05,297.3,613.2,277.3,1130,903.35,297,246.8,1801,500.05
1206,297.9,648.8,275.3,1124.7,899,295.9,249,1780,504.9
1214.05,298.9,642,276.9,1120.05,898,296,258.8,1889.95,495
1199.6,300,641,275,1132,896.1,294.1,253,1989,496.6
1203.65,301,637,272.95,1178.15,890,294,255.3,1901.55,495
1237.15,302,639.8,271.45,1220,881,293.5,255.25,1939,496.35
1255,298.8,639,275,1216,885,291.3,257,1896,496.5
1252,281.6,633,273.9,1223.9,886.4,290.55,257,1909,505
1243,286.05,625,271.45,1214,895,293.7,255.6,1900,519
1244.25,284.7,635,272.25,1213.05,910,292.25,262,1906,516.1
1256,288,652,270.45,1239.8,910.1,292.95,262,1918.05,524.6
1253.05,289,640,268,1229.95,915.3,293.35,258.2,1915,519
1239,289,625,270,1236,912.5,290,256,1900,520.5
1229.8,291,615,267.05,1228,908.2,282.3,254,1902,511
1240,293.9,601.9,261.85,1188.6,901,278.8,253,1860,504
1190,291.2,600.05,258,1162,896,279.5,257,1802.6,496.15
1184,290.3,596.2,260,1166,905,285,261.4,1860,511.05
1160,288.6,592,251,1141,898,277.4,260.95,1808,508.75
1139.9,287,584.95,254.3,1144.9,900,277,269.2,1861.7,507
1132,281.55,594.95,255.2,1150.2,908,278.4,273,1850.05,509
1140,283.05,600,251.15,1135,903.95,278.2,272,1875,509.95
1155,282,610,253.3,1138,899,276,270,1869.9,505.5
1161,285,598.3,251.5,1132.25,906.6,271.5,274,1865,502
1169,287,617,257,1140,922,271.2,276.05,1930,505
1159.45,286.95,624.7,256.15,1152,940,272.5,281.3,1941,506.5
1166,286.55,615.65,257.4,1156,936,270.55,285.6,1958,519
1164,291.1,611.05,252,1141,930,267.1,281.2,1932,514.2
1167.95,293.85,617.2,251.6,1145,930.05,267.5,283.5,1956.05,523
1176,291.85,627,253.1,1140,935,274.9,287.95,1969,529.45
1171.5,292,630,251.75,1145,935,274.55,290.95,1888.1,527
1193,288.55,625.4,246,1150,929,268.4,290,1884,490
1178,295.05,613.5,244.8,1149,930,261.7,290.9,1878,464.75
1181,291.85,610,243.2,1136.1,928.2,258.2,285,1840,460.35
1173,296.6,605.9,246,1135,945,264.5,292,1842.5,451
1220,296,610,279.95,1150,920,292.3,291,1825,465
1200,297.5,590.75,327.95,1205,940.15,300,289.1,1727,473
1212,301.35,589.7,320,1225.05,955,293,293.35,1775,485.5
1180.1,296,590,311.25,1228,954,299.95,290.8,1829.4,486
1190,292.5,618,312.2,1235,923.4,300,285,1800,492.6
1185,295.35,642,309.75,1226,924,303,288.3,1795,525
1174.7,293,633,320,1215,924,312,285.1,1835,535.6
1181.25,294,658.1,315.5,1211.05,922.7,317.5,291,1800,535
1169,294.55,725.3,324.1,1230,925,315.85,286.9,1815,540
1160.05,299.55,783,329,1223,928.5,317,287.1,1815,535
1147.05,303,769,318.6,1211,958.25,312.3,284.5,1800,537.7
1172.2,301.5,746,312.25,1219,958.5,306.05,287.85,1770,548
1190.5,303.8,773.1,315,1221,954.6,310.25,284.8,1750,538.5
1180.1,302,778,335.1,1240,960.6,318.5,277,1748.2,555.2
1175,298.8,769.8,329,1230.5,950,314.05,275,1725,538.95
1165,299,773,327.95,1212,947,313.6,275.8,1741,544
1180,296,775.9,325.6,1218.9,951.15,315.75,272,1715,542.5
1180,299.75,775,343.25,1229,989.8,324,270,1785.1,545.3
1160,294.55,792,337.7,1240,969.7,325,272,1787,542.5
1157.6,298.25,792.9,334.8,1230.05,961.35,320,279.8,1815,548
1196,294.5,820,331,1225,965,320,276,1809.75,546.95
1174.3,294.15,814,336.05,1217.15,970,320.8,272,1765,542
1162,293.45,815.9,336,1216.8,989.1,320.5,271.8,1763.85,545.9
1159.6,293.9,838,330,1217.55,1000,316,271.5,1786,545
1157,297,827,335.35,1230,996.9,316,272.5,1773.25,559.65
1170,296.45,823,334,1219.9,989,313.45,276.5,1762.1,561.5
1153.95,299,815,326.85,1220,989,314.2,276,1750,547.9
1147,296,824.75,321.55,1222,977.5,309,275.1,1720,537.5
1141,287,814.7,315,1213,983,305,273,1711,534.25
1122,288,813.5,313,1217,986,304.3,265.1,1671,535
1139,284,793.1,317.7,1212,984.4,304.5,265.25,1706,533
1120,286.5,780,312.3,1182,987.5,300,267,1674.9,534.5
1145,283,800,316.95,1220,1000.1,306.65,265,1681,536.05
1135,282.2,812.5,315.25,1220,997,313,265.75,1710,549.9
1135.7,290,820.55,317.95,1220,1003,311,273,1708,547
1117,285,822,318.4,1203,1012,307,265.8,1685,538
1117.1,286.3,820,314.2,1193.1,1005.25,303,262.65,1666.5,536
1129,290,829.4,317.8,1204,1015,307.15,269,1700,545
1134,288,835,310.8,1199,1015,302,271,1728,542
1155,295.8,844.5,319,1220.3,1015.35,309,268.15,1738,549.95
1136.7,294.35,868,318.2,1220,1004.8,314,272.45,1750,550
1143.9,298,864.65,317.7,1232.1,1013.3,316.95,270.55,1775,553.9
1139,297.65,860,317,1254.05,1019.4,314.9,268,1753.25,549.4
1141.9,303,859.7,318.8,1267.55,1029.8,316,266,1789,555.75
1158,303,855.3,317,1269,1029,316.8,264,1791,552.5
1144,306.6,849,314.6,1256,1031.9,312.65,262.3,1770,544.35
1139.2,306.5,840,309.3,1259,1030,314.05,263,1760,547.4
1160,313.4,850,310,1264.9,1040,312,265.95,1776.8,562.4
1145,315,855,308.1,1270.5,1037.2,310.2,267,1725,563.35
1150,320,861,304.9,1254.6,1035,310,271,1724,560.05
1149.5,309.95,855,304,1282.4,1022,315,272.3,1719.75,564.95
1172,314,892.5,311,1320,1015.3,313.25,279.55,1756.95,562
1184,310,912,306.6,1312,1015,313,279.7,1825,563.15
1180,312.5,925.1,307,1341.8,1040,315,298,1840,565
1191.9,318,935,304.1,1339,1049.9,312.5,307,1819.75,566.9
1178,324.9,918,301.5,1323,1053,312,308.9,1793.1,561.95
1195,321.05,907,304.25,1325.3,1089,309.45,308,1764,560
1192,318.8,908.8,303.2,1332.25,1078.5,319.3,309,1800,555.75
1201.25,315,925,302,1327.05,1080,329.5,306,1742.3,561.55
1189.55,332.15,903,295.2,1326,1118,330,291.65,1691,561
1195,324,885.25,314.15,1355.5,1149,350,296,1705,599.7
1192,327.2,899.9,302.75,1361.55,1148.9,346.6,284,1660.6,586.7
1195,319.5,898,309.4,1370.55,1141.7,353,285.15,1739,591
1177,320.8,919.9,306.25,1405,1151.2,352.25,288,1710,616.1
1170,316.5,903.9,317.8,1409.4,1177.8,359.1,294,1695,622
1152,315.9,888,333,1399.4,1184.4,353.85,294,1742,610
1151,312.55,881,313.8,1415.2,1165,360,299.4,1710.4,617
1150,310.5,900.4,311.05,1426.6,1180.5,355.5,300.5,1720,608
1130,307,884,313,1428.95,1160,349.4,304,1674,590.05
1149.5,307,870,316.05,1455,1150,349.7,300,1677,592
1146,301.25,815,302,1453,1140,340,294,1718,581.1
1125,298,814.45,292.7,1398.6,1138,329.9,292,1608,558
1113.55,294.45,775,286,1325,1109,318.85,285.1,1553,544.05
1115,311.45,790,295.6,1371,1112.1,335,293.15,1680,589.3
1125.3,291,785.5,293,1342.2,1120.3,332.25,296,1655.7,560.55
1110,288.5,791,297.95,1329.7,1124.9,324,298,1638,559.9
1134.8,289,802.5,288,1333,1112,333.9,302,1629,565.75
1145,291.6,818.9,289,1353.05,1104,327.35,301.95,1645,563.2
1155,294,814.5,275,1360,1100.1,321.1,307.5,1680,534.55
1136.7,294.4,810,280.05,1351,1121,331,309.9,1687.1,544.2
1145,292.6,808,271.2,1327.95,1125.2,325,303.9,1657.55,537.75
1122,288.55,804.5,268.2,1291,1132,320.95,304.75,1630,542
1129,291.75,836.1,272,1303.95,1146,315,310.25,1642,533.7
1125.65,292.3,821,271.6,1281.9,1148.9,318.9,309.7,1598.6,533.6
1119.9,293.3,821.95,273.05,1292,1165,319.5,312,1605,525
1102.1,295,819.9,280,1303.5,1157,323.1,310.7,1635,537.2
1103.05,292.1,825,273.95,1347.8,1142.1,329,312.05,1683.9,550.55
1110.4,290,824,264.8,1330,1148.05,315,307.8,1656,535
1120.25,293,820,266.8,1323,1173.45,313,310,1635,525.45
1118.55,292.1,810.5,260.8,1314,1160,304.8,311,1670,524.8
1108.85,291.25,814,266,1309,1167.25,308.4,305.8,1645,525.6
1102.55,286.25,806,255.95,1280,1151.3,292,306.9,1637.55,513.45
1113.35,285.2,819,247,1263.25,1144,288,308.9,1634.65,517.5
1129.5,285,818.75,257.05,1288,1160.2,300.95,305,1628.15,521.2
1134.15,289.9,830,254,1300.3,1170.3,294.3,306,1664,506.05
1130.95,293.5,842,251.85,1310,1176.2,300.7,298,1665,519
1140,295.1,852,252.05,1305,1179,301.05,291.25,1665,527.2
1135,295,868.95,257.9,1305,1180,306.9,294.5,1718.7,531.1
1160,296,872,253,1299.75,1184.8,302.8,280.4,1710,532.9
1125.5,295.75,872,253,1284,1164.7,298.1,278.35,1695,521.15
1103,286.4,869,247,1285,1147.15,292.55,269.6,1631,513.4
1100,292,871.25,251,1296.3,1163.1,294.55,270.35,1656,520.6
1102.1,295.55,875.05,246.9,1312.4,1166.9,289.6,273,1705,524.9
1082,286,880,238.6,1284.95,1145,277,267.9,1668.15,511
1110,285.2,899,235,1267,1167,275.55,269.95,1692,500
1118,279,951,250.7,1303.55,1145,283,273.6,1750,509.8
1121.05,273.45,942.55,252.4,1303.9,1153,283,275.4,1772,511.25
1125,281.45,940,251,1311.2,1135.5,272,283.5,1769.75,509.4
1150,288,947,249.8,1335,1136.8,260.5,275,1825,493.1
1159.95,284.15,938,251,1333,1140.5,267.8,279,1839,502
1153.05,282.6,914,251.2,1310.35,1134.05,268.9,275,1862,499.45
1145.2,287.95,920,260,1311,1140,278.15,276.65,1917,505
1150,283.95,945.35,261.2,1316,1129.9,278.55,275.55,1950,502.8
1158.5,278.8,964,260.65,1330,1127,280,275,1941,523.1
1156,286,964,263.25,1359,1118,289.8,281.5,1935,550
1165,287.95,978.5,257,1352.2,1132.9,284.2,283.95,1925,535.35
1169.9,287.6,983.1,254.05,1357.45,1174.5,287.5,283,1949,551
1160,290,983,249,1343.3,1099.3,285.7,285.35,1901.1,538.5
1183.9,290.1,985,251.5,1369,1131.95,288,287,1951,544.7
1176,286.25,1003.5,249,1355.1,1124,293,285.1,1950,535
1180,294,977.15,247.9,1360,1124,290.2,284.35,1932.9,520.35
1167,292.8,955,245.5,1384.3,1138.5,288.9,284.6,1908.15,514.2
1150.05,300,963.3,242.5,1370,1166,280,291.95,1894,509.9
1176,296.8,966,242,1359.9,1185,279,290,1904.55,506.45
1160.05,289,955,240.5,1375,1154,282.8,290,1925.45,505
1163.8,277,972,238.1,1361,1165,280,292,1899,498.4
1163,278,965.5,232,1348.2,1180,276.15,288.9,1901.55,479
1185,278,973.9,245,1380.2,1188,289,286,1920.6,535.05
1200,278.75,981,246.4,1416.3,1200,284.65,281.1,1910,520
1221.75,276,966,240.05,1400.55,1198,278,280,1900,518
1206,273.4,957,243,1382,1190,280.5,279.4,1899,533.05
1194.25,268,963.7,242,1369,1177.1,284.35,272.85,1861.6,525
1216,275,980,247.5,1389,1176.55,302.5,268,1890,535.15
1200,270.5,968.2,249.95,1364,1170,306.8,268,1852.55,541.5
1234,270.6,986,247.3,1381,1165,309.2,267.65,1839,548.5
1235,269.8,996,247.15,1361.55,1170.5,307,271,1835,547
1280,272,957.5,250,1386.7,1175,310.4,271,1860,552
1296,273.1,925,253.8,1375,1189.3,309.7,269.1,1861,553.9
1303,273.95,925,245.75,1362,1192.55,305,264,1882.05,547.5
1323,275.4,932,245,1366,1198.9,298.25,266.55,1930,541
1309,276.4,925,242.9,1354,1186,295.9,271.7,2078.8,538
1307,269,934.5,242.7,1316,1180,287.5,264,2144.2,533
1301.85,264,911.5,244.3,1313,1175.6,288.55,272,2105.8,528.9
1287.9,266,911.6,254.2,1317,1196.8,289.4,278,2157,522
1280,263.4,915,264.7,1335,1192.45,293,275.5,2081,521.4
1295,264.35,914,268.2,1341.4,1223,297.5,281.8,2106,535
1299,264.35,924,267.5,1347.05,1228.3,294.15,276.1,2134,542.25
1325,262.5,922,270.1,1395,1220,299,285.45,2130,546.5
1295,263,914.9,261.6,1380,1216.7,287,280,2060.25,545
1311.9,260.85,916.55,267.4,1366.05,1217,284.1,293,2140,543
1305.6,264,906.5,269.5,1379.75,1231.9,291.05,295,2132,545
1295,264.95,902,268.85,1378,1220,293.75,294,2104.6,540
1281,263,881.5,262,1364,1225.1,287.5,292.9,2065.8,536
1272.9,256.85,856,263,1333,1221.2,284.8,288.9,2119,530
1265,258.95,900,271.4,1354,1238,287.4,289.95,2173,533
1278.6,261.6,888.55,269.05,1353,1249.9,292,289,2170.8,542
1280,267,898.15,273.7,1340,1259.75,285,290.9,2205,539.95
1281,266.2,905,273.65,1350,1265,287.15,287.8,2256,541
1294.85,270,908.5,284,1365,1265,290,286.95,2270,538.25
1280.1,269,920,287,1360,1259,291.5,283,2233,543.45
1298,270,910,282.7,1340,1238.7,287,285,2252,528.7
1290,268.7,900,277.5,1330,1285,284.95,280,2289.95,529
1277,265.7,897,276,1321.8,1266,296.55,273.95,2245,525
1270,261.65,890,272.55,1310,1245,292,270.1,2285,521.9
1272.05,262.8,892,274.4,1310,1250,293.65,270.05,2268,523.95
1263.75,256.05,870,268,1287.2,1245.5,298.1,266,2269.15,515.45
1273,258.9,870,273,1307.4,1250,299.9,264.4,2385,524.65
1259,257.5,860,267,1269,1269.9,287.4,259,2389,520
1278,259.9,870.2,268,1271,1281.15,288.5,265,2380,516.6
1270,256,865.5,260,1234.75,1269.2,278.8,265.25,2358,510
1264.85,259.4,828.9,257.6,1238,1295.2,272,260,2277,506.35
1265.05,267.3,880.55,259.9,1277.55,1313.9,275,264,2299,511
1294,259.15,888,260,1260,1340,275,261.1,2305,512.6
1298,262.65,891.1,257,1246.1,1353,273.15,261,2348.7,512
1306.3,262,869,257.1,1263,1349.8,273.5,269.2,2336,515.55
1327.5,262.25,837,256.9,1252.85,1280,270.15,270.2,2351,510.05
1334,263,835,258,1270.3,1292.55,272.1,272,2365,514.2
1362,268,822,262.1,1290,1305.2,272,272,2369,530
1367,273,832,263.45,1292.9,1310,275,277.9,2370,533.4
1370,273.95,820,261.9,1277.05,1324,271,266.35,2366.9,539.45
1358,279.45,810.55,261.9,1305.5,1310,272.4,267.85,2449,540
1370,279,841,257,1298,1325,266.7,271.7,2477,524
1361.3,283,831.25,250.95,1287.95,1332.7,260.95,261.55,2485,523
1385.6,286.9,845.1,260,1288.5,1340,266.75,266,2494.8,542.35
1398,286,851,259.1,1289.25,1322.4,262.5,262,2500,528
1400,286.5,871.7,260.9,1258.85,1321.05,261.95,261.2,2520,527.6
1421.55,288,862.75,261.5,1272,1350.1,265,263.85,2725,534.5
1440,279.4,860,266.4,1287,1362,274.9,263,2760,542.95
1454,273.45,867.15,269.4,1335,1380,274.05,269,2729.8,547
1451.85,275.8,866,275,1339,1380,275,264.5,2702.95,537
1449,272.75,856.1,289,1307.5,1380,285,266.65,2684,545
1449,274.45,889.7,288,1319,1385,298.2,264.9,2720.75,555
1435.4,273.5,894,297.4,1306.4,1350,306.7,264.9,2671.05,582
1460,277.9,912,295,1308,1365.85,302,261.5,2720.95,552.45
1431,277.85,922,293.9,1301.9,1355.1,296.1,274.05,2724,546.5
1436,279.3,925,295.4,1283.1,1360,300,273.5,2734.8,547.8
1412,278.5,930,300.5,1290.05,1365,311,278,2682,574.6
1409.75,276.7,900,309.4,1298.1,1367,315.15,283,2699,596.5
1425,278,925.5,305.5,1295.55,1368.1,313.1,280,2755.5,595.75
1426,276.9,935.2,313,1300.05,1366.05,320,276.3,2818,596
1416,279,915.3,317.7,1285,1382.3,333.05,280.2,2825.95,621
1424,281,917,296.4,1265.9,1385,322,280,2806.8,613.9
1412,284,915.1,296.95,1266.75,1410.35,324.6,279.25,2766.95,607.95
1403.9,285.85,926,293.95,1253.9,1411.25,330.9,281.9,2835,614.95
1408,282.3,935,295.9,1244,1432.85,336.55,283.05,2864.95,631
1408.95,280,947,304,1300,1388.7,341,282.1,2857.75,634.9
1414.65,287.95,930,308.1,1331.9,1386.1,338.35,284.5,2842.85,625
1405.5,289,921.05,307.9,1326.1,1388.3,337.9,292,2899.9,643
1397,290.9,914,301.25,1356,1392.55,335.8,288.5,2895,637.5
1397,292.9,898.8,303.25,1350.35,1383.35,331.25,292.4,2941,640.15
1400.1,299,898.75,308.7,1360.2,1416,341.1,295,2984.25,651.1
1409.3,297,890,306.9,1356,1435,338,294.7,2931,658.65
1394,298,882,310,1357,1411,339.9,287.7,2993.95,660.1
1376.5,300,876.25,307.3,1353,1422,345.8,286.5,2930,651
1375,328,892.3,312,1375,1458,342.7,286.7,2884.95,650.5
1366.8,310,915.05,307.7,1368,723.7,335.8,287.65,2737.8,637
1310.15,315,879.5,296.9,1359.9,741.75,328.65,280,2749,643
1330.2,319,872.55,298.3,1351.3,734.5,330.6,279.95,2760,642.4
1327,321.95,870.1,296.5,1346.6,733.05,328.8,283.2,2710,639.05
1310.4,324.5,868.95,291,1351.35,737,331.8,286.55,2723,645
1300,327.95,859.85,288.3,1346.95,734.3,333.65,282,2621,653.05
1297,324,818.5,283.9,1331.9,743,326.6,284.2,2610,655.3
1280.55,329.7,834.9,290,1355.2,742.5,326.2,281.8,2634.8,640.05
1331,331,838,289.5,1356,736.4,328,277,2660,637
1314.75,329,820,285.6,1344.25,732,324.9,275,2595,624.45
1309.8,334.9,812.1,276.05,1336,725,319,275,2600,613.4
1294,332.65,830.1,274.9,1338.65,719,323.9,283,2521,619.6
1305,332.5,800,272.25,1330,709,318,276,2407,600
1271.9,333,787,264.9,1318,720,307.9,282.95,2244.7,599.6
1308,328.55,813,272.55,1321.05,738,315,279,2329.8,621.45
1286.5,321,830,264.05,1335,719.5,315,274.05,2320.55,618.25
1305,319.95,825,266.85,1312,720,307,277.75,2248,600.9
1300,323.95,798,265.5,1272.1,735.1,305.3,266,2171,613.8
1270,330.15,814,274,1247,744.7,312,272.9,2212,599.45
1239.5,325,785,268.95,1260,728,300,276.55,2180,567
1223.95,326,785,271,1259.5,711,316.5,274.95,2162,586.95
1216,321.5,790,259.15,1231.25,725.05,306.6,265,1998,568
1256,318,819.45,268.7,1225,716,312.9,269.25,1988.05,560.35
1215,321.75,752.85,261.95,1225.15,718.15,307.9,272.9,2086,556.45
1208,309.1,771,268.8,1230,689.9,310,269,2100,565.6
1235,313.3,781,265,1222,677,313.25,268,2229.85,588.5
1260,316.3,810,263.35,1225.6,690,318.8,281.75,2318,586
1272.05,324.95,817.95,264.8,1220.1,709,314.5,278.95,2325,577
1278.1,324.8,817,274.45,1233.05,707,325,278.5,2348,594
1267.9,325,814,260,1203,689.8,314.7,279.65,2164,574.6
1260,331,791.05,264.55,1212,691,319.6,276,2182,569
1133,319.55,775.1,258.3,1198,679,322.7,276,2098.9,558.4
1164,310.2,782.95,259.5,1210.05,663.05,328.1,280,2162.05,572.5
1180,298,788,254.8,1218.85,643,319.8,275.45,2295,558.7
1203,318.9,791.5,254,1202.8,645.1,320.8,284,2335,562.1
1190.25,323.7,819,248.95,1210,633,328.9,281,2357.7,541.8
1192,327.1,827.85,267.2,1260,640,348.9,286.8,2430,565
1210,328.25,834.95,275,1267,665,344.15,265,2380,565.2
1229,331.5,849.9,282.5,1336.15,693.9,356.1,265.4,2378,580.3
1240,329,863,287.1,1344,668.1,356.5,259.45,2437.4,613
1254,316.9,869.5,286,1359,663,351.6,262,2399,627
1242,323.95,872,297.8,1351,669,349.8,264.8,2366.05,632
1250,325.1,856,289.9,1370,674.45,356.85,266.1,2360,615
1265,328,857,287.1,1365,677.2,357.05,268,2358.95,611.4
1298.9,324.9,848.5,284,1369.9,666,357.8,270,2375,612.6
1279,322.4,893.8,276.5,1365,666,348,268.8,2267,609.8
1322,326,895,280.05,1392,669,363.6,266.9,2298,623.3
1319.9,320,881,283.7,1385.05,653.45,365,264.2,2293,612.75
1320,324.7,925,286.05,1401,664,371,265.65,2351,625.65
1332.9,325.95,922.2,292,1402,655,370,265.1,2414,620
1321,331.2,918.5,286.5,1410,648.55,362.55,263.8,2360,616
1326.25,322,915,284,1410.3,642,356,262,2410,612
1330,316.9,929.9,286.5,1403,623.9,359.15,261,2436,626.3
1330,304.6,913.45,283.5,1410.3,623.5,355.9,256.5,2391,616.25
1305.05,316.5,910,285,1421.3,627,356.5,252.7,2392.7,630
1341,318,917,289.5,1430.1,643,357.7,252.5,2450,627.2
1332.2,314,925,288.75,1411.05,672,362.4,251.95,2434.45,631.1
1352,312,933,289.65,1427.95,663,363.55,248,2536,632
1349.9,325.5,931,287.4,1435,670.5,359.8,246.45,2549,630.6
1346,327,938,287.55,1424.6,673.9,352.35,251.5,2508,624.75
1330,331.05,923.9,282,1413,682.2,355.8,251.8,2531,621.5
1330,335.5,913,277.1,1390,675.3,349.4,246,2484,613.9
1311.8,334.8,909.6,276.55,1388.6,670.5,349.9,242,2449,601.3
1299,329.8,915.95,261.1,1383.9,678,347,236,2415.1,598.05
1263,326,900,269,1356,665.15,338,235,2335,581.8
1323.95,330,935.1,283.5,1366.05,674.95,344.4,241.85,2449.9,604.25
1340,332.95,934.9,289.6,1412,679.25,352.15,249.35,2506.6,625
1335,338.75,943,290,1424.9,695.15,349.9,244.95,2488.9,618
1342,336.9,931.6,289.6,1395,713,352,247.15,2488,623
1344.5,337.8,933,288.3,1407,694,358,253.3,2470,619.3
1370,338.7,933.05,294.5,1428.5,673,364.65,252.3,2550,623
1392,337.9,929,299.4,1431.75,662.7,363.8,249.5,2570,638
1444,339,926,294,1451.1,660.7,362.85,251.5,2614.4,633
1390,328.55,905,292.5,1423.5,658,353.7,254,2597,625
1372.6,327,879,293,1403,648.9,351.75,249.9,2555,613
1362.5,326.5,899,295.2,1429,652.1,357.3,247.55,2630,627
1372.1,328.1,905,294.7,1415,662.8,357.35,242.8,2590.15,622.95
1379.5,330,928,296.5,1444,659,361.6,243,2665,629.1
