Asian Paints,Wipro,Titan,SBI,L&T,Infosys,ICICI,CoalIndia,Bajaj Finance,Axis Bank
856.5,566,345,249,1616,1130,283,357,5050,507
847,570.2,335,245.1,1582,1089.95,275,362,4980,501
825,565.05,334.2,241.8,1580,1100,275.25,358,5043.55,482.7
812,560,325.1,233.9,1543.8,1110,268,347.9,5079,472
826.6,568,327.35,232.5,1560,1107.8,264.7,346,5205.05,483.5
816,554,333.5,226.9,1547,1081,259.35,350,5083.05,470
791,545,334.9,222.8,1517,1063,251.05,337.6,5056.85,451.05
800,569,325.5,234.1,1586.3,1088,267.8,345,5068.8,485
818,561,324,227.8,1577,1088,260,339,5000,478.5
814.9,555,327,230.5,1628.8,1092,267.7,341,5100,488
820.8,560,328.5,231.9,1605.6,1096.2,266.8,334.05,5050,482
843,567.5,329.15,235.15,1607,1099,273.8,341,5158.05,498
836,573.2,329.1,236.8,1570.3,1105,272.5,340,5251.6,488.7
825,580.4,328,239,1560,1110,276,339.3,5225,501
841.3,586,322,240,1535,1105,274,343.1,4950,512.8
830,594,320.2,247.9,1556,1115,278,344,4955,531
798,587,318.6,236,1475,1109.8,267,321.7,4750,500
795,593.9,320.05,240,1488.8,1111,271,327,4853.3,510.95
809,600,326.65,241,1468.8,1140,271.9,320.3,4900,515.55
808,592,324,237,1424.9,1102,264.9,307,4800,502
805,596,324.8,245,1460,1133,271,317.85,5120,509.9
846,598,315,242,1480,1169.9,273,329,5165.25,502.9
840,600,327.25,238,1508,1176.05,271,330.9,5118.3,502.55
860,601,330,242.2,1563.7,1185,283.55,332.2,5249.95,517
860.5,600,348.5,240.25,1559,1157.9,282,342,5171.05,503.85
870,590,349,243,1546.8,1140,282.9,346.4,5106,499.55
881,586,343.6,245.7,1549.6,1133,281,346.25,5079.35,495.4
858,600,332.25,244,1555,1202.7,288,337.9,5007.65,495.05
863,584.6,347.4,244,1561.8,1107,287,333.5,4960,487.9
865.3,585,343.05,243.3,1540,1090,284.05,340,4956.05,490.45
865.05,588,348.7,245.5,1550,1102,284,335.7,4955.35,497.5
869.5,578,350.15,250,1565,1100,285.7,342,4986,495
885,578.6,350.1,256.5,1610,1100,290,339,5000,503.4
873,577.55,351.5,255.25,1585,1113,287.2,336.65,5036.4,506.7
875,576.9,352.2,254.4,1572,1125.95,286.15,335,5394,509.8
865,577.8,350.1,252.55,1565,1140,285,338.5,5340.05,515
834,568.2,346.1,255,1523.5,1150,288,343,5293.25,528
816.1,566.1,345,251.15,1505,1151,284.7,334,5280.05,518.7
825,574.4,341.4,248.25,1490,1146,280,331.6,5320,492.1
828.35,573.1,350.1,241.65,1497.8,1150,272.9,332.9,5228.75,486
831.8,574,347,238.5,1474,1142.7,272.25,322,5200,472
828,574.4,333.55,238.7,1403,1130,277,323.9,5208,477
831,575,359,239.45,1398,1134,280.9,325,5245,482
816,577,352,239,1385,1148,281,328,5270,479.5
810,572,346.1,238.65,1377,1139,272.7,331.9,5359.95,472.65
807,571.7,347,235.2,1372,1125,269.9,338,5331.4,462.95
797,569,346,236.5,1350.1,1120,259.9,338,5214.85,453.85
815.4,560,353.9,245.4,1357.8,1134,262.6,339,5340,465
803.4,556.35,353,243.4,1369.9,1115,264,330,5399.9,475
804.5,555.7,351.95,242.4,1362,1107,260.5,330.5,5399,476
801.25,551,356,239.5,1331.95,1085,261.25,336,5290.55,484
805,555,359.3,250,1370,1082,271.2,331.95,5300,484
809,555.85,356,247.2,1356.7,1044,267,333,5225.05,475.25
825,555.95,365,243.5,1357.2,1032,263.1,335.05,5274.4,468
823,562,370,244,1360.3,1050,264.85,333.75,5415,463
837,571,370,244,1374.8,1051.5,267,332.25,5466.1,461
851,570,382,242.5,1366.8,1045,264,331.15,5499.95,462.95
858,563.85,384.95,241.55,1346,1044,263.95,332.6,5570,465
865,569.05,388.2,242.8,1339.95,1050,265.15,337,5533.8,469
860,570,379.95,250,1367,1070,268.4,335.5,5580,468
840,578.15,383,250.45,1377.45,1088.5,275,331,5514.4,470.1
844.6,582.05,378,250.1,1370,1082,274.8,343.2,5607.95,462
848,587,375,244.75,1350,1062.5,269.4,339,5580,460
842,572.8,374.9,240,1344,1053,263.7,334.9,5530.05,460
843.8,570,368,242.2,1350,1052,264,339,5440,463.8
871,578,367,238.2,1340,1045,262.7,327.55,5460,460.2
860,565.6,365,236,1320,1044,261.6,316.35,5525.5,458.5
842,569.8,360.05,236.6,1306.2,1035.1,261,308.5,5521.25,454.45
861.2,566,369,233,1313,1050.1,260,310.95,5515,451.3
855,566,350,226,1289,1050,248.5,307,5500,437.6
876,567,353.9,226.95,1275,1075,248.5,317.05,5410,432
879,553,365,227.3,1290,1080,247.9,315.9,5630,436.5
870.2,555,356.1,230,1290,1100,254.75,316,5640,441.05
875,553.2,353,230.5,1294.8,1098,253,316,5735,434.9
880,553,361,226.75,1288,1075,251,314.65,5770.05,434
875,556,358,232.1,1292,1100,257.05,318.05,5880.6,442.35
880,558.7,361.35,229.8,1286.1,1088,259.9,319.15,5920,449.9
880,555.8,359.55,230.5,1294.05,1100,262.5,325.1,5891.8,453
880,556,353,228.65,1295.3,1092.7,258.8,324,5912,451.45
883.7,558.5,349.8,229.85,1300,1101.1,264.4,325.55,5903.85,456
882,564.1,351,229.25,1295,1100,263,322,6019.15,459
876.45,558.25,350,226.1,1287,1088,263.65,324.7,5998.95,455.15
882.95,558,346.7,225,1276,1100,261,329.8,6022.55,450
880,560,351,227.4,1290,1103.15,262.9,333.5,6070,448.85
881,561,352,222.2,1265,1083,258,330.6,6050,439
906,557,347.55,218.25,1260,1073,256.4,325,5979,439.7
885,553,347.95,215,1226.1,1060,246,326.1,6100,424.25
875.1,552,344,211.45,1215,1056,245.75,327,6111.6,414.9
875,555,342.2,207,1168,1060,242.75,319.8,6300,409.25
877.5,538.4,345,205,1185,1059,240.1,315.05,6361.2,418
878,551,348.5,201,1191,1050,238.3,317,6245.95,410
865,541.8,347.05,197.45,1137.7,1068,234.9,314.1,6055,396
896,549.8,341,197.5,1142,1145,236,320,6040,391.85
882,537.3,336,185,1106.05,1138,224.55,318,5952,373.2
870.9,545,334,183.8,1083.9,1135,225,312.5,5510.05,376.85
839,545,335.6,180.8,1103.9,1139.1,225.8,308,5600,387
854,542.15,344.5,177,1125.3,1128,226,300.2,5662.1,398.3
851.05,556,344.35,177.1,1113.3,1140,233,290.8,5760,418
872.55,548.95,348.15,187.9,1150.3,1140,235,302,5865.3,428.7
880,550,355.55,184.9,1119.7,1149.4,238,305,5855,423.75
857,552.55,350,184.5,1107.3,1138,238,305,5965,416.95
861,548.9,346,184.2,1072,1135,216,306.6,5775.6,397.15
873.55,562.05,365.9,182,1125,1170,227.65,320.5,5950,410
887.4,571,360,173,1126,1172,218,329.9,6029,399
875,564.45,351.95,168.2,1110,1171,207.5,317.8,5780,386.05
884,558.6,355.2,168.9,1125,1164,207,317.1,6424.95,385.95
890,555,362.05,164,1137,1179,205,324,6370.9,384.15
899.25,558,370.9,170,1139,1170,211,327.1,6700,400.2
885,541,371,169.7,1121,1130,204.35,318,6625,403
880.1,539.1,364,165.1,1109.65,1108,203.7,307,6589.95,399.95
878.5,535.3,370.4,159.95,1118,1114,204,313.5,6499.95,391
855,522,356.05,157,1100,1086,198.4,307.9,6200,381
865,520,358.9,158.1,1074.9,1090,194.7,305.2,6106,398
858,531,360,170.8,1158.2,1090,206.6,325,6229.85,420.55
841,527,349,155.35,1109.9,1082,196,318.8,5977.9,409.5
856,531.5,329,161.6,1135,1097,194.4,315.55,6150,405
835.9,536,332.15,158.3,1148.95,1122.9,195.9,317.55,6150,397.95
854.15,548,340,165.8,1153.9,1133,198,313.1,6080,396.9
870.85,541.5,338.1,165,1155,1133,199.7,313.95,5952,398
875,542.35,332.45,156.2,1125,1123,189.2,301.25,5870,384.7
874,536,339.75,157.6,1116,1125,188,296.8,5830.5,386.5
863,539,328.1,155.3,1097,1113,184.65,302.25,5795,384.65
866,530,330.15,158.75,1113,1130,185,314,5816,389
856,523.25,316.7,160,1090,1098,195.1,312,5970,379.5
872.25,540,340,172.5,1141.3,1132,211,318.75,6280,401.7
875,540.1,334.9,184,1145.1,1169,218.5,313.1,6397.5,411
884,545,342.5,183.4,1219,1170,221.4,314.1,6249,417.7
870,538,338,187,1200,1170,220.85,334,6338.55,416
870.5,544,345.75,180.65,1187.75,1147,213,325.3,6284,409.85
874,538.05,341,184.5,1215,1164,217.6,326.6,6450,418
899.8,536.95,338.4,180.2,1194,1146,214.9,323.2,6390.1,413.85
900,544,347.05,182.35,1195,1150,218.1,292.9,6420,417.8
905,543,342.25,182,1185.2,1146,223.1,298.4,6516.75,417.5
879.9,535.4,344.2,184.8,1188,1139.95,220.2,295.65,6464.5,419
871,540,341,188,1197,1156,230,296.9,6500,430
867.6,541.05,339.7,186.45,1199,1161,228.5,295.75,6541.1,429.1
875.05,550.05,341.85,193.75,1195,1187,233,297.5,6625,438
860.1,558,342,197.7,1235,1194,235.4,296.95,6658,445.5
854,553,359.8,197,1242,1189,232,294.6,6628,437.5
853.75,556,353,196.8,1241,1229.95,234.9,298.5,6882,437.55
837,557.6,325,188.8,1208.7,1200,224.2,294,6687.2,425
863.9,553.7,331,191.5,1205,1200,227.85,298,6700,432
880,563,338.3,198,1228,1210,238,298,6787,442.1
860,565.2,342,194,1216.5,1212,235.85,292,7000,443.65
875,570,339.5,198,1240,1212,240.4,288.65,6884.6,452.9
885,566.05,346.1,193,1233,1243,236.95,285,6823,443.7
872,555,346.9,185,1196,1224.5,227,276.4,6875,434
868.95,557.6,345.9,184.05,1215,1212,223,276.7,6980,427.8
857,549.9,340,181.2,1184,1175,220.25,282,7035,428.4
852,549,337.6,183.6,1194.65,1167,222.8,280.4,7125.1,425.95
862,566,347.65,188.3,1215.95,1185,225,281,7199,431.25
869,583.75,350.65,191.1,1235,1194,232.3,278.7,7370,439
878,588.1,353.8,191.65,1235,1245.55,243.1,277.45,7451,445
884.3,595,369.95,188.4,1256.3,1245,238.95,277,7350,445.5
885.55,570.05,380.8,190,1268.2,1250,246,280.4,7256.55,463.5
887.95,560,369,193.05,1250.1,1221,257,288.9,7019.95,467
881,560,373,201,1265,1214,253.85,288.2,6975,474
863,553.2,373.6,196.65,1260.05,1215,252,289.4,6843.1,470.65
876.9,554.7,370,201.1,1281,1229.9,251,289.9,6975.1,464
889.5,560,371.3,196.5,1277.8,1233,245.5,292,6999,465
878.6,554.8,363,191.65,1260,1212,240.1,284.5,6970.6,467.7
866,557,361,188,1248.8,1214,228,288,6813.4,475
874.9,548.6,365.9,187.3,1250.05,1200,226.15,288.7,7090,473
875,541,358,183.95,1246.7,1191,219,278,6975,466.7
872,539.5,357,180.55,1249,1191,215,279.85,7000,463.2
864.9,545,364,180.5,1269.8,1192,213.85,280.5,7200,459
889.4,533.45,352.05,186.15,1262.4,1190,220,281,7300,465
901.1,541.2,362,188.5,1297.9,1200,225.8,286,7399,479
895.9,540,366,185.65,1298.7,1205,220,280,7370,480.1
920,540,371.55,187.1,1321,1208.95,228.1,284.5,7500,500
927,545,374.2,187.15,1313.9,1207,231,280.95,7744,491.25
945.05,540,365,185,1290,1210,227.05,281.45,7625,490
951,543,365.9,178.5,1289.05,1218,225.05,283.5,7777.1,489
966.15,540.65,361.05,177.1,1289,1203.5,223.75,285,7744.45,500
965,540.25,366.2,181,1305.1,1209,226.5,283.65,7775.9,501.35
957.05,543.25,364.65,173,1271.05,1204,225.55,280.2,7745,492.25
955,543.3,367,172.8,1263.9,1201.5,222,280,7777,493
946.7,540.8,364,168.95,1243,1190,221.05,280,7700,482.35
962,541.8,364.2,171.2,1250.5,1196,227,281,7500,492
985,546.5,365,175.8,1404,1208,235.1,280.2,7440,502
990,546,363,185,1475,1230,239.75,281.8,7538.05,521
990,545,359.9,200.05,1469.95,1247,244,287.9,7700,515
985,550,373,198.75,1481.2,1268,247.05,294,7665,515
990,547.4,358.95,206,1465,1241,244.7,293,7550,525
1010,559.9,359.95,198,1460,1253,239.1,297.55,7626.8,510.7
1020,541.25,358.2,201,1480,1264,243,309,8000,528
1022,541,354.5,197.25,1470,1270,244,309.45,7907,543
1022.35,542,354.85,200,1469.1,1267,244.2,306,7800,539.9
1031.5,542.9,360.7,210.55,1499,1260,254.6,307.95,7730,535
1019,545.1,363.5,210,1511,1228.9,257.4,307.45,7772.55,544
996.95,543,366,209.05,1491,1175.5,254,313.25,7701.05,541.85
991,540,360.05,200.8,1476,1176,248,306,7570,531
998,541.9,364.3,204.1,1469,1183.1,247.45,310,7496.2,535
986,544.8,367.6,209.9,1461.1,1180,246.7,309,7506.7,532.05
998.4,546.6,367,216.2,1509.95,1193.7,243.5,309,7650,527
1010.45,553.95,373.35,216.9,1500,1190,241.9,308.9,7630,527.9
995,554.8,375,208,1469.1,1178.2,234.5,311,7600,516
991.5,559.9,376,215.15,1507.9,1209,240.05,312.1,7550.45,525
983,563,377,214,1495,1197.25,239.45,314.9,7592.7,519
984.1,563,370,213.3,1490,1199.9,239.8,318,7585,517.95
970,553.55,381.2,207,1460,1199,229.9,309,7550,505
975,556.9,395,211.25,1440,1176,231.25,310,7560,510
974.05,546,393,217.4,1469.95,1166.25,231.4,308.95,7721,515
983.6,543,389.6,217.65,1483,1165,235.4,313.3,7690,519
1002,555,396,220,1490,1192.7,239.25,315,7704.2,520.15
1003.55,565.8,410,220.5,1499,1180,242.8,313.5,7979,535
1004.25,560,410,221.65,1550.35,1176,242,310.9,8150,546
1001,560,404.5,223,1566,1185,250.4,317.3,8170.1,541.5
986.05,566.1,403.4,223.5,1576,1175.45,245.3,325,8169.95,539.7
991,558,402,220.95,1559.9,1177.2,243.6,313.9,8097,541
1013,565,406.15,223.05,1552.3,1165,246,315,8200,550.5
1028.75,569.85,402,224.6,1561,1174,252,322,8600.15,550.2
1025,572,405,227.75,1570.05,1180,262.8,319,8636,564.4
1009.5,570,406,227.2,1557.95,1195,261.8,325,8550,556.55
1019.05,569.05,425,233,1565,1186.35,270,324.7,8700,559
1031,557,427,232.4,1585,1075,266,320,8800,571.8
1030,548,413.1,229.05,1575,1086.5,265,321.55,8780,571.9
1027,511,412,231.9,1570,1071,267.5,318.95,8607,565.75
1029.3,539.9,411.8,231.9,1575,1080,267,330,8641,558.8
1043,540,410,225.55,1561,1075,262,333.9,8717,538.4
1047.8,537.45,410.65,223.95,1575,1065,263,330,8860,515
1074.7,542.9,413,230,1588,1080,269,334.5,9011.05,538.15
1068,546.9,414.15,227.15,1594.95,1088.7,262.3,325,9900,552.5
1072,548.5,411.65,229.5,1602,1087.55,273.4,326.05,9850,551.9
1136,552,424,230.7,1589.8,1078,271,330,10330,543.15
1120,545.5,423.35,230.95,1561,1074,257,330,10520,546
1124,558.65,424,229.55,1495,1089.9,250,326.5,11250,551.15
1130,552,425,228.7,1509,1085,245.4,324.3,10960,546.5
1155,553,414.4,228.15,1495,1090,244.05,329,10240,549.45
1130,547.3,406.8,226.3,1480,1065,243.25,322.65,10285,550.9
1154,547,416.8,233.9,1516.05,1068,246.9,329.4,10300,569.45
1149,546.6,424.9,234.8,1508,1079,245.4,334.1,10037.05,570.25
1147.05,551,420,237,1500,1079.9,246.65,338.8,10055,573
1130.3,541,405,231.9,1480,1081.9,240,338,9910.55,569
1133,546,409,226.95,1480,1075,244.15,337.8,10006,568.9
1137.95,540,402,245.2,1491.2,1042,249.15,337.55,10188,594
1130,536,404.6,246.1,1505.45,1046,248.7,337,10139.1,586.75
1114,531,405,246.05,1492.5,1035,248.1,349.75,10225.55,590
1108.55,529.2,404.9,255,1486,1026.5,253.1,340.4,10188,596.85
1120,519,400.9,259.1,1493,1021.1,254.7,330,10200,589
1122.05,516,407,256,1493.95,1016.45,251.3,336,10167,584.95
1124.5,520.1,408,254.75,1480,1045,250.15,337.9,10101.6,583
1120.15,519.6,406,254.7,1475,1058,248.9,333.7,10047.35,585
1101.1,504.9,396.3,250.4,1455,1037,248.95,332,10400,586
1126,491,410,246.05,1435,1020,245.95,333,10481,586
1118,479.9,403.5,249.15,1465,1037,251.4,335,10888.7,590.2
1150,490,408,252.5,1473.85,1041.5,257,334.35,10820,591.95
1157.1,492.5,418.2,252.45,1510,1036,257.95,333.65,11180,596
1160,483.95,418,252.1,1509.45,1037,262,335.3,11210,595
1170,485.1,418,257,1510,1040,262,332.5,11250,600
1205,486.8,445,262.45,1515.9,1045,273.1,328.8,11268.95,636
1178,478,423.5,268,1515,1048,278.95,332.2,1160,624.5
1183,476,433,268.55,1537.9,1038,277,333,1179.45,627
1165,477,422,257.7,1498.6,1028,267,329.7,1120,598
1154,483,414.9,254.25,1463.5,1055,268,324,1100,592
1166,482.5,415,258.05,1475.2,1048,272,325,1110,601
1170.3,479.2,406.2,257.35,1476.1,1051,273,325,1112.7,592
1160,481,407.05,255.5,1473,1050,269,324.6,1104.75,602.05
1165,480.4,404,256.05,1482,1054,272.9,328.1,1075,598.95
1166.75,484.5,403.2,254.5,1478.7,1051,272.55,328.4,1080,597.7
1187,484.1,409,257,1484.1,1056,276,332.85,1079,608.15
1195,482.5,415,258.4,1500.1,1059,275.55,328,1139,595
1190,481.5,409.4,254.4,1494.9,1041,270.4,329.1,1134.95,560
1180.4,480.5,405,252.35,1470,1035.7,262.5,335.2,1132.5,549.5
1190,484.05,406.55,250,1443,1040,261,333,1109.7,542.1
1196,483.4,410.1,254.95,1460,1041,263.4,330,1115,554.95
1174,479,393.5,246.1,1432,1031,249.45,327.3,1055,538.8
1175,479,399,252.6,1440,1038.1,254.65,322.5,1075,543.95
1192.55,480.5,410,256.4,1477,1040,257,329.55,1095,552.05
1192,484,409.5,262.05,1455,1048.7,260,322,1094.3,550.75
1209,479.5,408.4,261.7,1462,1041,257.5,321.75,1074,535
1208,478.1,400,257,1457,1030,251.5,319,1087.65,531
1188,476.6,396,259,1457,1014.55,251.1,320,1092.85,537.95
1226.95,477,404,255.4,1444,1029.45,249,319.8,1072,529.95
1215.1,477.2,390.45,251.25,1438.2,1060,241.2,315.8,1059.5,521.5
1210,474.7,385.1,254,1480,1036,244,315,1065,522.3
1197.9,473.55,387,254.85,1452.5,1030,259.9,311.5,1090,523.85
1188.5,482.1,390,257.3,1488.5,1042,271.3,312.55,1125,536.8
1173,495.2,390,255.05,1495,1041.1,266,314,1127.3,536.95
1167.2,500.7,390,260,1500,1035,276.9,312,1131.9,540.9
1165,491,380,259.9,1515.95,1040,279.5,313,1139,529.95
1130,483.95,376,264,1497,1029.9,286.35,322.7,1130.2,523
1159,480,372.7,261.3,1484.8,1020,286.6,319.8,1145,497
1124.9,472,374,259,1472,1015.9,277.75,320.05,1148.2,487
1085,463.4,375,256.65,1472,1007,282.6,317,1113.9,488.9
1079,466,375.5,259.3,1483.7,1001,278.95,327,1084,490
1075,464,382,257.5,1477.2,1009.85,279.95,325.3,1090.05,488.1
1069,460,370,254.4,1457,988,270.05,326.8,1050,470
1060,457.95,378.4,250.9,1440,984.5,272.1,327,1024.9,474.2
1039.55,447.95,376.55,246.2,1422,966.9,271.1,326.55,1033.25,474
1047.45,455,380,248,1430,982.25,276,318,1010,484.8
1040.3,452,370,254,1401.55,986.05,281.6,319.5,993.5,486
1025,437,333.55,239.5,1348.9,940,257,308.7,940,455
1060,450,354.5,267,1400,961.05,289.5,320,958,495
1000,442,347,278.95,1405,940,289,325,925,501.5
970,445,337,275.95,1385,922,278.3,325,863.2,499
921,451.5,332.3,283.4,1380,926.1,275.55,316.5,831,483.55
934.35,447.9,324.7,277.25,1375,934.8,267,312.6,901,474.7
930,440,320,278.4,1375,929.8,269.4,307,874.3,476.2
925,438,304.5,276.3,1375,930.9,266,311,885.05,479.2
901,443,304.9,261.5,1356.25,921.75,263,302.1,837.7,469.9
915,455,309.9,260.8,1359.9,924,265.35,304.95,866,475.9
939.15,449.95,314.2,258.4,1356,923.3,264,304.7,847.9,479
946.85,455,312,263.8,1352.65,930.3,261.9,301.25,830,471.25
950,467,317.45,253.7,1371,994.8,257,306.4,877.7,464.1
942,461.45,307,254.6,1360,983,256,306,897.5,472.8
969,466,314.75,254.4,1357.2,970,257,310.05,928,465.9
968,468,326.45,259.9,1387.95,976,266.9,309,930,474.95
936.6,475,320,253.3,1379.8,969,258,308.7,917,465.9
910,462,312,254.5,1360,965,259.95,306.2,894.75,458.5
937.95,457.1,327.2,258.8,1361,966.5,261.1,306,905,461
937,458,324.5,260.05,1362.35,967.2,262.5,307,907,456.7
944.9,461.55,327.5,258.75,1360.05,966.6,260.8,306.55,908,449.95
937,458,328,260.95,1374,986.5,263.75,315,910,451.05
934,457.95,326.45,269.45,1361.5,981,268.7,307,881,447
920,454.3,322.95,264.85,1374,977,263,303.9,782,445
910,464,320.55,265.5,1371.05,991.55,265,296,840,453.7
912.95,467.9,322.15,259.35,1354.8,997.9,259,289,835,456.1
913,466.6,315.6,265.7,1358.3,999.2,258.4,290.2,860,477.9
906,463.7,322,263.05,1360,1005,256,290,850,472.4
879.7,463.2,319.85,261.25,1345,998,257.2,290,823,469.9
868.7,466.15,319,256.55,1355,1015,252.4,290.9,810,463.5
868,462.25,318.75,254,1342,1002.9,253,295,786,456.5
871,460.15,310.5,249.95,1316.4,981.35,253.55,287,768.1,447
874,458.05,315.5,248.75,1334,989,251.1,289,808.7,432.15
870,455,309.85,243.6,1338,983.1,249,282.2,814,430
880,462,316.3,249.65,1355,999.5,254,289.3,817,437.45
880,467,313.15,248,1338,1000,254,293.5,821,447
884,473,322,247.55,1350,995.25,251.4,299,837,446
895,475,326,252.75,1350,1012,255.7,303,855,451
912.8,471.2,339,243.6,1360.8,1002.35,251.5,300.6,875,448.55
902.45,468,348.15,245.2,1370.55,994.6,254,305.05,884,455.7
914,476.1,361.9,244.95,1383,999,252.55,307.45,876,454.9
916,477.4,360.95,246,1398,993,257.45,309,907.2,463
930,470,357.7,246.55,1391,974,259.45,306,885,459.7
918.4,472,356.1,247.5,1376,976.25,259,300.05,885,457.2
927.5,475,361.75,248.1,1396,978,260.4,301,905,450.6
934.1,476,361.25,252.35,1412.8,972.25,265.7,318,895,455
938.95,483,364,252.05,1457,1026.35,269.1,314,894.6,459
932.85,482.15,358.35,251.05,1435.1,965,265,319,900,471
947,484.7,364,256.6,1443,959.8,269,314,922,478.75
960,482,360.1,256.5,1445,958,268,306.8,920,486.9
962.7,483.6,366.7,257,1450,951,268,309.4,932,486
960,477,367.9,258.8,1449,953,267,307.95,923,460
969,477.3,360,251,1415.9,947,262,305,907.3,447.75
962.25,480.2,369.1,255.1,1395,952.85,258,304,935,447.5
976.15,479.1,364.2,255.1,1420.05,948.75,262,309.5,928.2,451.5
981,469.9,372.05,260,1451,935,263,317,1000,464
970,462,370.75,266,1447,938.7,271.7,317,995,472
976,464,371,262.65,1444.9,943.9,270.8,313,1058,472.4
975,457.5,364.75,261.6,1444.75,921.9,267.25,310,1048.5,465.9
994,455,370.35,271.1,1480.1,916,281.55,311.2,1066.8,478
994,455.2,387.95,273,1475,934,284,321,1058.7,485
988.55,455.5,384.9,279.1,1490,939,283.1,326.2,1052.55,493
993,464,396,278,1482.8,934.9,288.6,326,1072.9,496.95
1005,456,406.2,277.8,1501.5,940,287.1,317,1055.35,493
998,460,422.05,278.3,1505.7,936,286.25,322,1055,489.65
1008.25,464.65,427.1,278.05,1495,945,285,323.05,1043.3,488.85
1008,466.3,430.8,277.95,1505,975,285,319,1059,493
986.1,475.2,429.7,273.4,1503,982.55,281.8,319,1064.95,491
980.4,475.05,427.85,270.55,1492.9,982.15,285,320.55,1060,488
981.4,476,420,276.5,1480.1,992,281,319,1040,488
974.95,480,423.7,270.9,1471.9,1011.9,279.2,318.25,1107.5,499.1
963,470,430,269.35,1480,998.9,284,317,1088,495.1
980,476.1,434,269.45,1482.9,1020,282.3,320.05,1090.7,482
991,477,457.5,271.25,1483,1012.7,285,324,1096,505.05
1028,474.5,442.1,271.9,1475,991,285,330,1080,525
1014.9,486,432.65,271,1494,1005.5,283.65,329.3,1068.15,527.75
1001.7,490.95,434.05,268.3,1468.2,1011,278.85,330,1090.05,510.9
1029,488.95,436.65,270,1470.2,1014.6,277.2,323,1111,511.5
1032,493,437.75,273.5,1480.1,1025,281,323,1078.25,516
1027.9,490,430.15,266,1470,1010.1,278.45,321.6,1048,507.8
1015,494,439.5,265.55,1468,1019.8,276.8,322.85,1050.4,514
1028,492,438.95,270.3,1481.95,1024,277.9,325.7,1036,520.75
1024,494,438.15,268.5,1486,1020,276,325.4,1055,505
1025,492,439.4,269.85,1475.2,1007.25,274,319,1075,510.2
1032,489,441.5,274.8,1480,1011.7,275,319.1,1082.6,520
1043,490,449.5,278,1512,1032.5,281.55,302.5,1118.4,523
1069,505,461,272.5,1558,1035,286.7,297,1129,513.55
1068.75,500,464,278.8,1555,1012,286,293.25,1134.85,514.45
1088,504,466,279.6,1561.15,1035,284.5,293,1168,517.45
1092,503.75,464,275,1550.7,1029,280.65,290,1159,518.9
1084,497,466,274,1549,1021,275.55,292.9,1178,498.05
1064,495,460,271.4,1539.9,1020,268.85,291.95,1162,485.8
1060.5,501.55,447,268.55,1537,1028,266.45,292.85,1159,488
1062,510,456.8,269.95,1547,1040.4,268.25,298.1,1185,489
1066,512,450,276.3,1550.95,1033,275.35,294.7,1180,490
1048,509,450,280,1547,1026.25,275.8,292,1186,494
1060,508,455.3,282.95,1551,1035,278,291,1194,508
1073,510,455.05,288.35,1561,1034.2,282,295,1182.1,500.4
1069,512,456.35,292.4,1558,1026,280.2,290.45,1180,500
1075,515.7,461.5,294.3,1578,1027.1,278.3,292.1,1175,495
1091.1,507.1,473,292.85,1661.3,1005,287,298,1183,499.55
1080.45,510,491,295.7,1687.8,995.1,280.1,290,1165,506
1083,512.45,490.15,292.1,1674.8,1000,279.1,286,1195,507.9
1078.65,510,480,289.4,1685.1,982,277.4,285,1204,503
1060.2,506,485.25,289.8,1672,955,279,286.9,1250,511.8
1072.5,510,487.5,294,1699,972,284.4,288,1251.6,515
1068.35,501.1,479.5,289.3,1690.05,974,280,289.5,1263,505.5
1072,494.8,482.5,291.45,1681.05,932,283,290.65,1268.75,506.8
1059,491.8,479.95,290.5,1700,925,283,283,1258,504.1
1043,494,472.1,291.9,1672.05,929.8,284.4,279,1230,499.9
1050,498.2,472,284.2,1671,920,276,283,1244,496.5
1060.5,500,482.1,286.5,1685,934.2,274.85,283.75,1252,490
1066,490,480,282.5,1688.1,918.8,270.6,278.5,1260,486
1070,499,483,287.9,1735,929.8,270.7,278.7,1277.05,501.4
1100.25,504,484.9,286.5,1745,933,274.25,278.5,1350,520
1106,492.5,480,286,1740,920,277.2,277.8,1312,523.1
1108,495.75,479.3,283.05,1760,925.05,273.6,275.75,1287,507.65
1120,495,470.95,290.8,1748,924.8,280,278.25,1279,509.5
1117.3,497,485,288.7,1730.15,924.3,277.45,275.3,1270,506
1118.9,497,485,293.1,1720,935,290.25,280,1272,506
1135,499.9,495,300.25,1725,936,299.35,282,1296.4,521
1150,500,490.75,296.25,1725,936,299.5,280,1283.9,509
1170,503.35,483.85,300.35,1711,949.9,304.5,280,1275.4,513
1169.7,508.5,467.9,297,1750,947,301,278.15,1296.85,518.05
1157.65,501.55,482.2,295.1,1750,945,300,278.85,1328.35,525
1168,504.8,502,299.25,1736.25,950,300.75,275,1340,516.8
1142,507,495,298,1748.75,965,299.2,277.55,1322,506.75
1147.25,506.25,485.15,301.05,1746.45,952,303.7,277.95,1333,504
1144,515,488.05,308,1744,955,305,276,1350,502.8
1150,507,481.35,304.7,1745,949,305.25,275.35,1299.9,498
1148,518,475.95,304.8,1728,956,308,278,1328.15,496
1140,521.7,471.15,309,1732.55,957.8,309,277.3,1291,503.4
1115.15,522.35,480.35,295,1752,963,303.25,274.5,1250,502.6
