Mahindra,ONGC,Sun Pharma,Vedanta Ltd,Wipro,Cipla,Eicher,Hero,Infosys,ITC
688.5,182.667007,740.900024,195.699997,179.175003,584.75,25987.800781,3505.100098,526.450012,239
679.849976,184.699997,747.299988,194,178.143997,589,25430.099609,3482,517.474976,239.899994
660.200012,186.132996,735.950012,195,177.412994,587,24795,3404.899902,515,241
669.349976,184.667007,748.400024,197.5,181.875,591.200012,25110,3414.100098,521,245.649994
665,187.266998,754.75,200.100006,186.712006,596.5,25140,3387,522.375,241
663.450012,187.332993,747,207.399994,187.444,597.5,25124,3374.800049,517.5,239
664.25,186.699997,749.900024,203.5,183.75,585,25200,3371.899902,518.75,241
670,195.332993,749.099976,202.300003,181.5,586,24920,3337,518.25,242.899994
650.049988,192.332993,749,202.100006,180.281006,583,24718,3379,508.5,239.850006
655,194.667007,742,201,176.738007,578,24460,3444,508.950012,241.199997
649,195.300003,747,200.649994,173.136993,585.5,24760,3317.899902,502.600006,244.300003
660.450012,193.533005,749,204.949997,174.393997,579.450012,24350,3380,503.399994,242.800003
659.5,190,732.799988,215,171.636993,569.950012,25067.800781,3348,492.399994,237
680.525024,182.432999,714,217,171.75,556,24830,3331,490.524994,237.050003
680,178.533005,679.900024,219.800003,167.906006,556.099976,24640,3379,483.5,251.5
692,182,676,217.199997,170.625,549.5,24271.900391,3310,492.5,253.800003
692,178.932999,660,217.449997,169.875,549.700012,24211,3386,493.450012,256.5
657,168.132996,600,205.199997,159.375,512.099976,23000,3197.050049,465,239.149994
678.974976,182,680,224.050003,169.181,545,23899.300781,3312,481.25,252.850006
650,182,690,226,165.712006,559.700012,22896.699219,3111.050049,470,248
621,180.167007,697.950012,226.25,165.561996,547.599976,21740,2974,462,241.949997
626,186,691,215.550003,168.375,562,20700,2931,465,237.949997
615,180.832993,668.75,207.100006,166.162994,539,21148.5,2919,467.125,228.449997
611.125,182.300003,671.5,214.199997,164.981003,541.200012,21188,2896,465,230
622.224976,183.733002,692,204.100006,164.061996,550,21999.900391,2942.949951,463.450012,228.199997
605,187.300003,699,201,165.75,547.099976,20611.300781,2940.050049,458.450012,225
612.474976,186,696,210.600006,168.899994,554.900024,20850.099609,3030,461.049988,227.25
594,186.667007,699.5,217,168.169006,551.400024,20775,2999.899902,464.100006,225
584.950012,184.5,689.5,223.699997,169.875,557,20606.599609,3055,465.225006,224.5
587.5,183.533005,713.650024,223.5,175.5,569.299988,20249.900391,3045,489.649994,228.399994
580.5,189.5,719.900024,229.399994,173.024994,573,20475,3097,489.399994,233.050003
596,189.332993,710.900024,226.5,174.375,570,21500,3161,486.5,232
595,196.667007,709.799988,233.050003,176.136993,567,21750,3161,488,232.800003
579,195.800003,719.299988,224,176.438004,566,22202,3150.100098,482.399994,233
578.924988,192.800003,722,222.100006,172.5,573.5,22600,3151.100098,482.950012,228.899994
593,198.199997,716.549988,228,171,575,22845,3239,480.899994,233
591.450012,199.932999,700,228.899994,171.899994,577.450012,22624,3208.100098,484,231.5
593.5,198.699997,664,234.350006,170.625,573.5,23650,3249,485.024994,229.050003
609.5,202.766998,678,243.100006,171.787994,586,23499.400391,3330,492.5,234.050003
593.599976,206.667007,673.200012,245.350006,170.625,576.400024,22800,3255,491.399994,234.199997
582,209.300003,676,245.100006,171.188004,574.099976,22179.199219,3201,490.25,234.800003
587.400024,206.766998,685.950012,238.649994,174.056,579,22584.099609,3216,495.5,236
585,202.800003,672.799988,232.75,172.725006,568,21625.099609,3137.300049,498.700012,232
592.5,207.699997,650.849976,236.199997,174.863007,562.900024,21570,3185.850098,501.899994,230.800003
591.650024,203.100006,644,227.949997,173.531006,565,21700,3127.899902,503.049988,225.350006
589.049988,201.399994,635,226.949997,175.087006,572.849976,21750,3116,501,228.5
593,200.600006,632,225.100006,175.688004,565,21275,3065.449951,508,229
593.5,200.899994,616.25,224.800003,173.475006,562.299988,21300,3007,501.25,225.25
585.5,196.949997,614,215,174.244003,561,21350,3000,492.450012,227.5
586,192,624.549988,214.050003,171.899994,581.299988,20800,3041.100098,494,224.899994
574.5,190,614,208.149994,170.625,559,20302,2995,491.375,226
585.549988,189.5,624,215.699997,174.75,567,20759,3030,501.475006,232.699997
588.900024,190,621.5,212.699997,175.875,563.099976,20910,3003,501.875,235.300003
589.125,192.699997,619,218.050003,177.619003,565.599976,21600,3040,499,237.449997
592.25,191.800003,633,216.449997,178.143997,569.75,22400,3042,505.549988,242
615,193.399994,637,222.699997,177.375,566.799988,22555,2978,502.049988,240.899994
611.325012,193.5,638,221.550003,175.125,572.950012,22590,2999,497.524994,242.850006
612,195.300003,646.099976,219,178.912994,570.200012,22315.400391,3034.899902,500.799988,244.5
619.5,200,648.099976,228.5,179.438004,580.049988,22424.300781,3085,497.450012,247
609.650024,203.949997,641.099976,230.899994,175.875,583.549988,22899,3068,486.125,242.850006
600.5,198.899994,635,232.300003,177.225006,577.5,23053.099609,3055,488.5,246
608.625,198.600006,640,234.75,179.212006,576.950012,23055.5,3071.949951,487.100006,249.800003
617.5,198.5,629,238.100006,178.5,573.950012,23276.199219,3100,488.774994,247.699997
610.900024,203,647,241.75,181.912994,587,23000,3096.399902,515,246
607.5,201,651,239,181.087006,577.400024,22701,3047,482.5,249.25
605,199,645,243.949997,182.005997,590.5,22325,3091,478.125,248.800003
602.549988,195.5,649,238,180.899994,588.799988,22400,3151,479.049988,251.600006
606,197.850006,647,243.800003,181.274994,582.299988,22450,3094.800049,475.5,249.75
605,200.850006,642.849976,243.600006,178.705994,583.799988,22922.099609,3099.949951,475,254.25
598,197.300003,640,238.899994,177.205994,574.450012,22705,3050.5,472.5,255.100006
597.450012,201.149994,636,246.300003,180.994003,574.700012,22800,3123.5,475,259.600006
616.5,201.949997,644,255,180.75,581.25,23040,3144.899902,473.049988,259.950012
621.900024,206,638.299988,258,176.061996,584.700012,23195.300781,3246,466.924988,263.5
625.849976,204.5,640.049988,256.700012,174,578.700012,23590,3215,468.75,258.399994
620.599976,210,644.5,261,174.675003,581.549988,23327.300781,3190,470.75,256.200012
621,203,631,254.899994,172.875,573,23198,3175,460.549988,260
648.5,201,626.200012,259,171,575,24450,3265,458.5,271
632.974976,201.699997,644.5,258.899994,171,584.299988,23825,3228,466.899994,274
631,202.800003,650,252.100006,171.994003,610.349976,23427.300781,3254.699951,468.625,274.899994
632.075012,198,675,251.199997,173.25,601.799988,23800,3278.75,466.5,278.600006
630.174988,194,668.650024,249,171.880997,600,23779,3240.100098,468,275.5
639.5,195.449997,665,253.600006,171.863007,611,23959.300781,3285,468.5,276
646.5,194,655.5,250.75,175.255997,592,23925,3275.100098,473.125,278.700012
642.974976,194.300003,656.5,252.050003,175.5,582.700012,24110,3266,486.424988,275.399994
651.200012,193,659,257.75,178.931,582,24952,3230,490,270
650.099976,195.899994,650.200012,251.550003,178.705994,577.5,25280,3162.949951,494.600006,271.200012
650.5,196.050003,624,249.199997,177.375,575,24675,3110,495.5,270.049988
661,195,653.5,263.5,180.75,585.900024,25370,3115,506.875,267.350006
658.5,194.699997,678,263.25,178.125,593.200012,25220.5,3098.800049,498.25,266
658.974976,195.75,681.700012,271,178.125,591.900024,25160.099609,3119,511.049988,266
657.224976,198,674,271,178.162994,592.200012,25211,3118.100098,507.5,264.399994
657,195.899994,673.900024,262.399994,177.938004,589.299988,25079.5,3167,499.450012,264
651.450012,197,674.099976,260,180,592,24950,3175.600098,503.649994,265.549988
647.450012,197.100006,675,255.800003,183.75,587.700012,24437,3179,505.924988,263
658,196.699997,681.099976,261,183,585.700012,24300,3156.899902,506,262.399994
677.450012,194.800003,700,269,185.25,588.299988,23750,3201,512.200012,268.5
661.5,192.350006,672,269.25,184.050003,588.950012,23250,3220,505.125,262
661.075012,193.5,684,269.25,184.238007,592,23150.599609,3273,510.024994,262.700012
661.549988,194,683.599976,266,185.061996,591.700012,23199,3319.899902,511,264.299988
661.5,197,675,260.350006,185.494003,591.75,23249.900391,3305.5,508.450012,264.450012
651,191.5,680.349976,253.5,184.875,588.799988,23399.900391,3297.800049,503.899994,266.100006
651.974976,189.699997,680.049988,253.399994,181.912994,589.200012,23560,3294.899902,507.5,264.950012
662.700012,194.600006,693.5,254,183.75,597,24200,3368.75,511.399994,266.200012
663.5,191.300003,713,254.100006,189.636993,602,23990,3335,517.450012,265.200012
663.200012,193,711,260.5,186.488007,605.099976,24250,3377,506.649994,270.25
661.5,192,715,267,189,604.5,24549.5,3365,517.700012,276.799988
657,190.050003,709,265.649994,189,597.5,24692.400391,3346.100098,513.275024,282.899994
650.674988,191,704,263.549988,184.912994,598.5,25150,3333,510.450012,283.200012
644,192.5,694,258.5,185.061996,588.900024,24876,3292,511.225006,285
638,193.550003,704,266,188.625,595.799988,24641,3334.800049,514.125,277.5
637.049988,193.350006,703.5,268.350006,191.044006,595,24398.099609,3374.949951,519,278.850006
637.5,191.800003,701,265.25,190.630997,597,24415,3379,513.599976,280.450012
636.049988,189.699997,694.799988,263.5,189.375,592,24290,3341,515.75,281.600006
642.349976,187.899994,701,267,190.669006,595,25001,3330.350098,517.150024,280.200012
635.349976,187.050003,689.799988,269.75,191.531006,594.5,24999,3202,517,284
638.5,184.899994,685.200012,274.950012,192.074997,598,25700,3200,511.625,281
648.799988,185.199997,688.75,276.100006,193.669006,595.299988,25750,3222.800049,516.075012,282.799988
643.75,186.350006,694.5,273.299988,189.75,600,25564,3228.949951,502.5,283.200012
643.950012,186,692.950012,271.299988,190.162994,591.5,25570,3189,499.075012,278.200012
642,187.75,684.900024,269,192.524994,590.349976,25559.900391,3196.300049,500.450012,273
640,187.300003,667,269,193.106003,591,25800,3236,492.450012,275
638.5,187.600006,668.049988,256.5,188.925003,590,25570,3192,478.024994,273.100006
643,188.050003,672.75,255.600006,191.136993,575,26120,3210,485,281.700012
636.5,187,688.5,256.549988,187.781006,580.5,26399.900391,3228,485,281.899994
635.025024,185.399994,682,243.5,185.906006,580,26120,3203,465,276.549988
636.900024,183.350006,677.950012,237.399994,184.125,576.5,26026,3249,462.375,280.200012
632,181,668.950012,231.050003,186.561996,576,25535,3238,461.5,281.149994
629,181.149994,666,237.050003,186.75,576,25450,3191,460.75,279.700012
635,180.100006,659.450012,234.75,187.5,573,25570,3218,467.399994,282
629.299988,180.5,635,232.699997,182.774994,565,25687,3217,458.75,276.399994
642.5,182.399994,645.25,232.949997,185.061996,556.950012,26260.099609,3233,462.950012,278
658.875,181.600006,643,237.050003,188.625,549.799988,25990,3320,464.975006,283.299988
676.849976,180.699997,645,234,185.212006,560,25941.199219,3319.5,458,291.399994
668.900024,180,637.25,233.800003,186.375,561.950012,26000.199219,3318,463.424988,285.799988
666.549988,188,642.400024,246.600006,186.056,558,26311,3317.600098,462,280.5
671,193.949997,631,241.850006,186.787994,554.599976,25890,3368,463.25,279.5
670.5,192,628,240,186.431,557.599976,25998.900391,3375,468.5,277.899994
665.5,188.5,630,229.949997,187.386993,549,25988,3389.25,468,280.950012
661.25,184.600006,630.950012,224.649994,187.5,549.950012,26550.199219,3376.550049,469,277.549988
667.849976,186.899994,638,222,189,552,26985,3419.949951,475.299988,273.5
676,186.949997,642.049988,227.949997,190.274994,552.849976,27120,3272.199951,473.575012,272.200012
692.849976,189.100006,644.849976,231.149994,188.569,562.450012,27900,3375,473.424988,275.5
689,184.75,650,237.550003,189.619003,560.099976,29570,3479,476.5,277.299988
686.5,187.300003,655.400024,238.949997,191.25,567,29403.099609,3541,481.75,275.899994
688.5,187.449997,655,244.949997,189.561996,566.650024,28920.400391,3529.5,476.549988,278.5
681.5,185.199997,652.099976,239.699997,193.875,565.099976,29262,3615,475.799988,284.100006
684.5,184.399994,648.700012,240,190.106003,559.299988,28900,3600,471.5,278
675,181.899994,655.5,232,197.625,561.299988,28698,3597,480.75,282.25
670.075012,181.050003,654,232.800003,195.636993,567,27936.099609,3596.75,479.200012,292.450012
657.5,177.899994,628,230.100006,195.75,558.599976,27199,3593.899902,482.325012,301.899994
665.75,174.300003,615.950012,229.899994,197.886993,531,27600,3585,480,300
655.5,174.800003,609.049988,223.399994,197.119003,522,27430,3567.600098,480.5,300
667,174.699997,590.599976,233.449997,200.25,483,27915,3626.100098,493.5,302
672.5,174.5,529,245,202.125,492,28350.699219,3621.899902,495.450012,304
682,175.100006,502,242.5,198.75,504.799988,28235,3660,491,312.899994
696.25,178.550003,512,244.5,201.580994,514.799988,28400,3735,496.774994,311.450012
715,176.899994,502.100006,239.850006,200.794006,519.700012,28580,3742,484.649994,312
715,174.899994,515,232.699997,203.643997,517.700012,28970,3758.800049,486.700012,316.100006
712.474976,174.350006,520,229.649994,206.830994,531.299988,29151.199219,3850,485,315
711.525024,176,516,229.699997,208.5,537.700012,29305,3844,482.5,317.5
711.575012,171.5,508.899994,235.5,210.074997,536.400024,29195.900391,3803.850098,492.5,311.299988
716.75,171.25,514,232.449997,206.212006,538.75,29714,3847,481.475006,313
709,171.050003,530,234,204.018997,554.5,29740,3796.300049,469.274994,310.75
717.5,169.5,525,243.5,200.850006,549,29602,3777,471.674988,307
716.5,169.100006,551.150024,244.100006,195,553.349976,29399,3780,476.75,305.049988
715,169.199997,540,238.449997,195.975006,551.5,29179,3764,480,304.950012
704.5,170.050003,540.75,233.75,195,539.700012,29000,3786,479.825012,302.950012
699.099976,166.5,547.900024,235.5,195.074997,548,28850,3798,474.549988,302.5
696.5,167.5,533,239.5,192,537.099976,28864,3790,469.975006,309
697.299988,167,526.099976,243,191.25,539.75,28624.800781,3829,467.5,312
696.349976,168.199997,528,239.600006,190.688004,544.5,27990,3805,472.5,309.399994
692.5,164.800003,529.5,239.199997,192,540,27630,3770,473.850006,308.649994
700,161.199997,538,235,190.5,540.900024,27755,3725,472.5,310
696.650024,158.949997,547,238.199997,191.625,542.5,27279.900391,3676,472.5,311.75
685,161.050003,543.799988,237.300003,193.5,535.400024,26699.900391,3681,466.399994,311.600006
680,159.800003,546,245.199997,195,538.450012,27449.400391,3700,465.100006,309.100006
677.5,157.800003,538.799988,251.300003,192.600006,545,27100,3690,465.399994,310.25
678,157.399994,556,251,195,559,27299,3688,470.549988,346
682.5,159.5,556,255.949997,193.5,557.700012,27766,3804.050049,476.924988,342.799988
682.5,160.399994,552.549988,255,195,546.099976,27750,3700.5,479.5,337.25
696.849976,162.800003,550.849976,261.700012,193.350006,546.349976,28150,3716.050049,472.5,334.299988
685.200012,161.5,546,260,191.324997,542.599976,27800,3720,471.924988,338
682.5,161.25,557.75,259.200012,195.188004,560,27800,3700,471.600006,332.450012
687,162.550003,565,262.299988,199.649994,550.5,27999.900391,3735,478.325012,335
697.5,161.050003,566,260.100006,197.774994,539.450012,28200,3758.949951,487.475006,328.399994
684.849976,164.100006,560.049988,261.549988,197.925003,540.200012,28358.5,3732.199951,488.625,332
688.974976,159.5,568.900024,263.649994,198.113007,544.25,28055,3765,499.725006,339.950012
690,160,575,264.799988,199.800003,549,27910,3758.050049,487.5,335
690.974976,160.5,569.900024,269.350006,200.475006,558,28150,3755,493.024994,292.649994
694,162.050003,584,269.399994,202.5,560.200012,28777,3787,490.725006,287.799988
693.5,162.199997,591.5,273.5,203.061996,569,29289,3772.050049,489.649994,294
697,166.449997,582.700012,269.899994,212.925003,570,29252,3729.050049,486.5,291.5
692.900024,165,577,268.149994,217.649994,564,28850,3692,491.75,290
695.599976,163.5,571.049988,266.700012,219.636993,571,28980,3725,495,295
695.349976,164.25,568.5,279.799988,217.5,564.700012,28427.300781,3715,499.049988,292
710,165,580,282.100006,217.5,573.700012,28990,3727.699951,498,294.700012
699,161.600006,569,277,217.5,566.75,28750,3691.550049,488,294.299988
696.650024,165,553,276,217.5,567.549988,29363.900391,3629.899902,495.950012,289.5
707.5,170.25,531.650024,280.899994,216.75,560.099976,30223.300781,3675,505.5,285.299988
715.299988,167.5,537,281.100006,220.5,562.849976,31750,3750,503,289.799988
709.200012,165,527,280.899994,221.024994,568.549988,31124,3812,495.5,285
710,165.5,513.700012,279.899994,217.350006,551.900024,30665,3836,494,280.399994
695,166,508.899994,288.700012,217.199997,566.5,31700,3950,491.75,281.600006
700.025024,165.949997,509,290.899994,218.475006,560.799988,32018.900391,3957,484.25,280.100006
698.75,163.800003,488.5,297.700012,215.324997,581,32230,3915,483.825012,274
693,164.5,470.5,299,214.5,560,31500,3875,484.950012,272.649994
690,161.550003,458,293,216,545,29515.699219,3878.300049,488,271
677.349976,160.300003,433,285,217.537994,560,29765.199219,3850,494,274.399994
680.950012,161.699997,478,291.149994,217.050003,569.5,30700,3965.100098,491,272
686,160.850006,485.700012,301.25,218.175003,593.400024,30775,4025,502.5,281.850006
682,160.100006,485,299,216.037994,573.400024,30917,3983,508.950012,279.25
685.099976,161.449997,475.399994,302.149994,217.011993,566.900024,31550,3988,462,282.350006
691.349976,158,464,297.5,217.875,562.049988,31690,3997,447.600006,282
689,160.399994,473.950012,296.700012,218.324997,561.700012,31185.5,3927,440,283.5
687.5,160.399994,471.899994,302.700012,217.837006,559,30770,3908,455,282
690,160.399994,488.799988,301.100006,217.5,575.5,31000,3885,471.975006,282.100006
687.625,160,491.950012,303.100006,218.100006,570.549988,31280,3940,470.725006,282.350006
692.5,158.399994,484,301,218.587006,574,31098.699219,3950,468.600006,281.149994
679,160.600006,487.149994,305.350006,221.25,570,31000,3989,464.399994,283
672.400024,158,481,310.049988,223.5,573,31528.800781,4006,457.975006,282.200012
674,160.399994,484,315.799988,222.712006,574.5,31946,4084,460.5,283.450012
664.525024,163,503,318.5,223.050003,564.700012,31750,3994,451,282.649994
660.700012,162.399994,486.950012,315,222.75,558.900024,31747.400391,3953,450,280.5
659.325012,163.199997,477,320.799988,223.5,560,32500,3953,450,277
672.5,162.399994,478.950012,329.700012,225,554.5,33399.898438,3997.399902,449.5,271.149994
650,162.300003,474.5,327.899994,226.050003,555.099976,32500,3999,445.200012,272.399994
642,163.100006,475,332,226.574997,554.400024,32698,3958.399902,441.274994,275.5
655,162.100006,484,330.899994,223.574997,556,32599,3913.800049,442.75,277.399994
656.5,161.5,520,325.899994,211.125,556,32301.199219,3905,442.25,272.299988
645,159.5,518.200012,316.549988,215.25,564.849976,31965.199219,3885,446.149994,272
650.5,167.050003,525,320.700012,212.625,563.200012,32160,3895,455,271
652,163.800003,523.799988,326.149994,216.975006,571.700012,32800,3970,454,268
650.049988,167,518.799988,324.799988,216.636993,572.5,32451.5,3939.850098,458.5,269.399994
646.75,167.699997,508.5,323.600006,217.949997,570.049988,32480,3856.100098,457.5,272
644,165.300003,518.950012,320.049988,217.988007,591.900024,31779,3879.949951,454.075012,269.5
641.299988,163.899994,512,308.100006,219.899994,581.900024,31500,3825.699951,450.5,268.5
632.650024,166.100006,506,309.200012,218.25,582,30900,3801,448.5,263.299988
626.5,172.050003,503.950012,317.75,217.988007,579.599976,30967.800781,3820,453.049988,265.100006
616,169.25,494.700012,311.100006,217.238007,565,30570,3749,448.049988,260.399994
615.5,171.800003,500.25,309.25,215.438004,580,30385,3734,449,262.799988
632.5,174,509,318.100006,211.050003,590.099976,31799,3840,455.049988,262.5
632,170.75,504.100006,319,212.175003,579.900024,31149,3870,451.5,264.100006
655,172.699997,519,319.149994,212.699997,583,30910,3796,450,267.399994
654.950012,171.800003,518,322.399994,213.75,586.099976,30988,3755.5,452,265.799988
650.525024,173.399994,527.799988,327.799988,214.462006,584.900024,31703,3703.050049,460,268
659,171,531.900024,325.899994,215.100006,590,31900,3690,469.975006,267.100006
654.5,171.399994,530.799988,322.5,215.212006,591,31637.199219,3701.100098,467.725006,266.5
660.125,169.699997,543,314.75,218.25,589.450012,31300.5,3697,465,265.549988
669,169.149994,541.25,320.399994,220.912994,590.299988,31589.699219,3757,466.399994,266.25
669.450012,170.449997,538.400024,323.899994,218.925003,595,31526.900391,3797.699951,467.975006,266
686.950012,171.149994,546.900024,336,219,606,31699.900391,3785,468.399994,268
686,171,549.349976,334,217.199997,631,31830,3813.899902,464.450012,268
683.375,175,540.200012,330.799988,221.100006,613.950012,31519,3750,465,271
690,172.899994,536.049988,328.75,219.524994,613,31402,3792.949951,465,270
680.275024,171.5,537.5,331.450012,222.337006,600.299988,31200,3792,473,268.450012
677,177.949997,534.900024,337.5,222.975006,599,31480,3784.899902,459.5,268.399994
687.224976,176.449997,525.400024,337.5,223.350006,595.400024,31690,3765.699951,471,270.799988
686.474976,177.899994,532.5,344.350006,224.550003,625,31710,3764,477.5,270.600006
694,188,552.099976,341.899994,222.225006,623.25,31850,3813.949951,477.325012,269
689,186.399994,553,340.350006,219.938004,629,32489,3857,462.5,266.049988
673.625,192,553.049988,334.75,222,628.25,32499,3875,462.5,267
671.5,191,548,343.850006,220.125,626.400024,31000,3763.300049,461.524994,269.700012
669.5,187.149994,565,345,220.311996,640,31450,3739.899902,458.5,267
673.924988,192.850006,553,336.950012,220.425003,637.099976,31235.099609,3675.5,461.575012,266.25
690,202.5,545,343.149994,224.886993,663.400024,31300,3695.25,463.125,265.700012
680.5,195,533,335.850006,227.811996,624.849976,31159,3698,480.125,265.350006
686.5,193.949997,555,323.75,227.25,624,31238.800781,3628,476.5,266.399994
681.049988,190,530,322,226.912994,617.5,30900,3605,479.399994,260.549988
704,189.949997,526.799988,324,225.225006,610.299988,30560,3639,481.024994,263
709.5,184.899994,533.400024,314.399994,224.850006,598,30740,3579.899902,475.975006,258.5
714.5,180.600006,516,306.25,223.875,602.650024,30000.199219,3650.5,472.575012,257
707.525024,182.5,505,296.549988,223.5,595.349976,30650,3672,475.899994,254.699997
712.5,182.399994,510.200012,305.25,223.649994,607,30600.699219,3693.600098,492.75,256.5
709.875,178.699997,520,308,221.324997,605.549988,30754,3632.399902,484.5,258.600006
710,180.899994,518,317.200012,222.863007,607,30700,3665.100098,480.649994,259.5
712,181.199997,539.75,314.25,221.774994,616.900024,30580,3685.100098,483.299988,256
717.200012,181.899994,535,310.549988,221.399994,619.25,30200,3685,485.75,258.350006
712.5,182.5,545.75,309.200012,220.800003,619.5,30620,3689.399902,495.450012,258.5
717.5,182.350006,541.099976,303.549988,218.438004,617,30812.300781,3651.149902,503.350006,260
716.325012,183.300003,551,305.200012,221.25,616,30800,3680,497.200012,259.100006
719.474976,181,543,303.25,221.25,615,30690,3683,493.825012,258
715,181,547.049988,295.799988,224.511993,605,30220,3649,494.725006,257.899994
707,182,544,297.450012,219,604.5,30288,3642,489.700012,256.950012
710,181.25,529.799988,289,215.212006,599.299988,29553.5,3635,490,256
700,180.100006,518.549988,291,216.449997,595,29301.599609,3597,492.674988,255
693.5,178.399994,525.799988,282,212.475006,595.799988,28630,3516,492.5,253.25
688.400024,175.550003,510,282.25,212.662994,598,28397,3520,494.5,250
693.349976,177.5,513.5,288.399994,212.024994,595,28600,3530,500.5,253.75
697.924988,181.949997,525,292.450012,213.149994,612,29323.400391,3544,497.475006,264.649994
709.900024,180.399994,532,292,217.875,604.700012,29274,3517,501,264.5
710.900024,183.699997,521,293.399994,216.300003,591.5,28599,3435,505.450012,259.600006
708.5,185.949997,518.200012,285.5,216.300003,580,28850,3452,502.625,260.899994
721.25,185.149994,518.5,289.950012,216.449997,597,29000,3470,506.5,266
742,183,517,296,215.25,578.400024,29320.5,3487,505.950012,265.5
767.5,183.050003,533,310.899994,221.25,592.450012,29990,3560,508.725006,263.399994
780,190.699997,528.799988,316,221.136993,605.700012,30850,3733.399902,502.549988,264.700012
767,188.899994,532,318,221.850006,602.950012,30248,3784.5,507.399994,265.899994
747,188.699997,528.200012,319.25,223.5,603,30450,3814,508,263.5
748,194.850006,530.200012,319,225.938004,604.049988,30440,3792.800049,515,263.25
744.799988,195.300003,543.799988,323.549988,227.925003,613,30280,3813,514,264.200012
747,193.149994,580.25,327.5,229.425003,614,30300,3762.100098,515,263.399994
751,194,572.700012,334.75,229.050003,606.150024,29900,3730,515.049988,262.5
751,195.199997,571.5,331,233.625,608,30399.900391,3810,518.849976,263.25
754,195.75,577,328,236.886993,614.200012,29925,3781,518.625,262.600006
755.900024,197.399994,575,330.350006,240.300003,611,28850,3728,514.25,261.299988
761,195.300003,572,335.200012,232.574997,609.450012,28825.699219,3755,510.5,260.950012
756,200.949997,585,340.5,234.75,617,28797,3758.699951,507.649994,261.899994
757.049988,198,588,339.899994,232.5,618.5,29400,3773,512.450012,264
760,198.5,597,342.25,234.449997,617,29201,3800,520,265.5
762.049988,198.300003,590.799988,339.850006,237.300003,616,28620,3740,523.400024,273.450012
760.299988,198,585.75,335,242.662994,619,28100,3740.699951,527.625,269.5
767.099976,198.899994,590,337,240.75,614,28520,3726.899902,542.900024,270.25
770,199.5,586.799988,342,239.136993,612.5,28750,3687.699951,540,268
759,197.600006,577.349976,339.799988,237.675003,610.150024,28010,3637.699951,540.625,268.200012
747.049988,196.300003,583,329.899994,249.75,601.049988,27800,3586,562.424988,262
750,196.399994,586,335.899994,245.25,608.099976,28228.800781,3586,572.5,268
760,194.149994,580,326.5,245.25,603.650024,27880,3558,572.5,276
762.099976,198,573,332.5,237.75,604.400024,28009.400391,3592.75,566.075012,275
761.950012,202,579,328.100006,241.574997,602.5,27700,3634,577.5,274
769.049988,209.199997,577,343.399994,237.375,621.950012,27006,3629.699951,587.400024,276.649994
756.5,212.399994,591,338.899994,236.774994,618.150024,26500,3659.899902,591,281
757.299988,208,581.049988,348.350006,235.574997,624.950012,26730,3584.699951,583.275024,281.149994
764,203.850006,585.700012,344.899994,232.162994,613,27450,3657.399902,589.450012,275
764.799988,203,590,342,229.574997,608,26827.300781,3703,579.575012,273.899994
768.900024,204.050003,580,340,228.787994,591.900024,26984,3695.149902,571.099976,272
798.75,194,552,337.399994,224.475006,586,27901,3729.699951,567.625,274.399994
762.900024,192.399994,538.799988,325,223.5,576,27300,3598,570,273.549988
743.799988,182,537,311.100006,218.774994,561,26545.599609,3527.300049,549.974976,269.950012
767.400024,188.050003,556,326.5,223.649994,578.5,27919.699219,3618.899902,558,278
754,190,540.049988,312.5,217.574997,584,28230,3570,561.400024,275.700012
747,187.399994,570.099976,307.049988,216.75,595,27605,3536.800049,559,271
770,192,586,319.950012,215.925003,629.349976,27751,3566,557.400024,272.450012
751.799988,191,590.950012,320.25,217.5,622.099976,27820,3620.399902,553,270
748.099976,187.100006,565.400024,320.100006,221.699997,613.25,28200,3565,551.5,266.5
752.650024,187.600006,575.400024,329.899994,219.712006,611.299988,28400,3549,562.5,269.850006
744,187.399994,575,321.100006,219.75,612,27485,3502,564.200012,266
726.799988,185.800003,564.650024,321,217.5,603.450012,27120,3466,551.875,264
716,188,560.049988,330,220.5,607,27124,3517.800049,573.75,264
702,187.5,527.5,325.299988,219.675003,595,27350,3484,572.775024,267.200012
722.549988,187.050003,550,330.049988,221.625,591.799988,27100,3483.399902,581.75,267.450012
722,190.350006,570,339.399994,221.100006,596.25,26990,3519,575.5,268.549988
741.900024,191,555.950012,343.5,219.337006,591.700012,27201,3573.100098,572.474976,268
734,187.699997,543,338.700012,219.75,590,27030,3525,573.799988,265
728,187.899994,537.950012,327.200012,219.600006,593.900024,27311.400391,3575,584.799988,264.200012
727,189,535.099976,319,220.199997,582.099976,27725,3578,580.375,263.299988
743,186.5,561,318.299988,218.438004,581.599976,27710,3571.100098,581.275024,261.049988
721,185,532,312.600006,216.337006,587.450012,27470,3550,577.5,256.5
710.549988,182,529.700012,313.899994,214.837006,584,27580,3561,574.5,260.299988
726.900024,180.300003,514,311.799988,213.75,579.950012,27750,3605.899902,581.174988,259
735.049988,180.899994,511,308.299988,214.725006,575.049988,28065,3600.399902,588,264
736.950012,182.399994,512.650024,315,219.375,579,28052,3694.949951,590.099976,269.649994
730.950012,182.800003,523.299988,319.549988,221.25,578.349976,28894,3680,590,268.049988
731,181.100006,520,319.700012,221.587006,578,28850,3641.899902,590,267
739,180.300003,512.049988,317,221.25,570.099976,28650,3665,591,266.399994
