Mahindra,ONGC,Sun Pharma,Vedanta Ltd,Wipro,Cipla,Eicher,Hero,Infosys,ITC
629.950012,220,999.950012,201.699997,210.205994,662,19100,2590.899902,505,211.667007
628,216,996.099976,194.600006,208.593994,657.799988,18869.599609,2606.5,501.75,210
611.974976,223.332993,973.099976,192.699997,207.561996,665,18380,2610.399902,493.799988,212.067001
597.5,212,964.450012,196.199997,207.975006,646.849976,18050,2640,501.212006,214.667007
629.049988,219.332993,915.549988,198,210,645.5,18499,2678,508.200012,217
629.450012,219.167007,887.200012,197,210.731003,666,18867.599609,2692.25,512.025024,219.266998
613.125,213.533005,861.599976,194.75,206.343994,642.200012,18140,2600,504.549988,209.199997
603.5,206.533005,835,190,205.125,638.700012,17500,2577,507.5,203.332993
598.125,201.632996,831.549988,183.550003,207.863007,629.900024,17199,2549.949951,507.5,200.966995
604,206.667007,850,183.399994,208.425003,619.900024,17485,2593.800049,505,204.667007
603.049988,203.399994,824,179.75,207.449997,608,17300,2511.050049,500.937988,201.266998
601,201.332993,811.200012,181.850006,203.438004,590,17198,2515,497.5,200.399994
613,204.067001,828,186.550003,211.875,595,17671,2532,508.987,201.332993
595,200.667007,824.75,186.699997,204.768997,574.099976,17249.800781,2490,501.25,197.867004
597.5,200.667007,816.400024,187.5,201,581.700012,17735,2495,488.475006,198
617.474976,202.632996,841.799988,181.399994,203.625,583,18079,2504.300049,497.174988,198.667007
617.75,203.332993,846.700012,178.800003,203.25,592,18546.199219,2565,505.5,199
627.575012,204.266998,847,172.649994,205.311996,618.400024,19336.199219,2525,502.799988,200.800003
627,209.832993,861,174.100006,209.419006,607,19550.199219,2534.199951,505.149994,201.867004
655,213.332993,850.900024,175.5,209.962006,612,19375,2579.399902,502.450012,204.132996
656.5,212.667007,859.950012,176.600006,211.5,618.5,19400,2590,512.5,206.932999
669.974976,213.300003,859,177,209.25,632,19250,2517.5,507.5,210.132996
640.375,211.132996,870.75,176,211.311996,618,19165,2530,499.600006,207.067001
650.049988,208.667007,869.700012,179,207.787994,612,19495,2550,499.5,208.233002
645,206.067001,852,172.899994,207.412994,610,19201.599609,2508,493.5,203.466995
644.075012,205.466995,854.650024,172.699997,207,607.200012,19279.800781,2542,495,206.800003
640,206,881.450012,174.100006,204.018997,619,19742,2525.100098,494.5,210.167007
646,209.332993,882.799988,175.800003,208.481003,634.900024,20400,2521.5,499.5,209.399994
660,208,874.400024,174,207.524994,626.25,21394,2540,494,209.533005
649.5,203.699997,862.049988,167.5,204.205994,627,20100,2566,492.5,208.600006
659,205.667007,879.5,163,207.561996,654.900024,20473,2625,492.5,212.432999
656,202,883.299988,155,206.662994,643,20200.099609,2549.550049,489.5,210.100006
645.825012,202.167007,871,144.600006,207.261993,647,20549.900391,2540.100098,478.75,208.533005
629,201.199997,881,140.149994,206.25,643.299988,20725,2609,474.049988,206
635,196.867004,909.900024,144.800003,205.912994,653,20802,2580,470.5,208.667007
635,193.332993,915.400024,147.550003,209.061996,663.75,21194.900391,2610,477.5,209.300003
636,194.167007,921.5,145.100006,213,667,20774.900391,2648.949951,485,207.567001
639,194.332993,934.299988,145.5,217.087006,672.150024,20750,2658,493.850006,209.867004
641.950012,195.132996,948,144,216.375,680.049988,21230,2652.949951,495.5,212.367004
652.5,195.332993,952.849976,145.899994,211.5,685.549988,21190,2666.800049,500.700012,214.533005
658.450012,194.533005,853.200012,142,212.830994,683,21251,2661.899902,517.5,213.667007
649.049988,187.667007,811,134.949997,217.5,664,21385,2686,552.5,208.067001
674,190,839,131.899994,220.350006,675,21063,2710,551.974976,210.067001
681.349976,189,829,134.850006,218.643997,675,20410,2700,547.775024,210
659.5,188,833.700012,131.899994,211.875,676.75,19901.199219,2749.449951,543.450012,207.667007
660,181.399994,825,128.75,210.561996,676.950012,19445,2612.199951,534.25,207.966995
661.950012,180.667007,823,130.449997,208.875,674.900024,19600,2538.699951,537,207.332993
662.825012,181.932999,835,132.600006,213,685.099976,19394,2570,545,202.667007
664.299988,181,819,131.100006,211.125,719.900024,19165,2599.949951,539.275024,211.966995
677,181.932999,822,130,214.125,713.799988,19500,2656,539,217.332993
670.650024,182.5,834.799988,126.5,214.087006,717.950012,19108,2790,539,220.966995
683,179.332993,833,128,210.468994,710.950012,20480,2637,531,219.932999
693.25,180.667007,845,128.899994,217.125,720.25,20560,2682,547,220.367004
697.5,180,855,130.100006,214.350006,724.700012,20590,2633.050049,539.75,216
690,189.332993,854.799988,131.100006,213.018997,717.400024,20600,2664.600098,549,216.332993
681.450012,184.432999,843,130.300003,212.25,719,20389,2709.100098,549.400024,213.399994
669.5,180,847.950012,123.800003,210.843994,718.450012,20080.099609,2665,557.5,213.332993
651.549988,180.667007,868.900024,115.400002,216.580994,711.799988,19870.5,2637.5,573.5,211.600006
674,181.367004,888,104,214.199997,735,20048,2663,582.5,211.667007
689.950012,180.067001,909,107,215.925003,744.950012,20630,2718,575,212.867004
677.049988,177.332993,907.150024,105.199997,216.636993,709,20850.400391,2651.199951,575,211
683.5,173.332993,897,102.5,215.136993,687,20985,2630.550049,585,209.332993
685,172,946,102,219.375,697.5,21248,2650,579.5,212.067001
661.5,169.367004,933,97,215.550003,680,20898,2615,570.450012,219.300003
642.450012,166.667007,909,89.449997,213.356003,675,19964.800781,2512,554.974976,214.033005
625,153.832993,915.849976,83.099998,206.005997,649,18851.099609,2475.149902,550,214.699997
627.575012,154,892.900024,84.300003,204.337006,648,18689.900391,2447,544.900024,211.733002
623.349976,154.667007,896,88,209.044006,652,18950,2418,544,215.667007
618.299988,159.266998,911,95.699997,207.863007,675,19000,2399.5,550.799988,219.567001
615.5,165.132996,882.400024,96.550003,211.350006,659.799988,18944,2380,567.424988,216.5
603.75,161.867004,883.700012,96.5,214.238007,682,18890,2370,545,215
592.5,156.100006,914,95.75,212.306,665,18435,2365,549,212.600006
571.974976,152.5,898,94.349998,209.625,659,18577,2356,555.075012,212.899994
569,155.100006,890,97.25,213,676.25,18382.699219,2323.600098,551.5,213.332993
555.5,151.332993,860.150024,93.599998,207.712006,656,18215,2300,542.474976,210.867004
555.5,151.966995,842,90.550003,206.363007,652,17477.800781,2292,531,208.733002
582.549988,155.367004,856.650024,96,212.550003,662.849976,17500,2341,543.549988,210.167007
583,152.332993,835,96.5,208.125,649,17750,2327,542.450012,207.332993
591.450012,152.432999,844,100.150002,208.125,660,18590,2350.100098,545.775024,209.800003
585.299988,153.266998,854.200012,98,210.375,654.75,18975,2339.949951,549.5,209.167007
583.049988,153.266998,858.599976,101,213.375,665.950012,18829.699219,2339.699951,549.700012,208.667007
579.5,155.199997,879.200012,99.849998,215.212006,660.200012,18650,2326.199951,554,212.432999
587.525024,154.067001,897,101.150002,217.761993,667,18149.699219,2378.800049,555.900024,216.667007
591,157.199997,908.299988,97.650002,221.175003,648,18150,2388.300049,550,210.932999
598.5,161.199997,909,99,222,653,18579,2426.25,557.5,210.600006
587.5,153.399994,895,89.25,220.912994,638.799988,18100,2379.550049,553.724976,204.667007
602.5,157.733002,900.900024,94.800003,222.75,640,18299.900391,2400,556.75,209.867004
612.474976,152.167007,895,96.150002,225.75,648,17914.800781,2383.199951,569.974976,215.432999
603,149.199997,861,88.449997,219.600006,636.799988,17100,2311,551,212.632996
625.549988,152.332993,860,88.199997,222.787994,638,17580.199219,2359,567.200012,214.667007
638.5,152.899994,875,86.099998,224.268997,642.900024,18001,2400,584.950012,218.033005
627.75,156,899,84,225.149994,639.650024,18440,2449.899902,586.5,220
638.5,160.667007,905.950012,85.5,225.899994,643.900024,18924.699219,2520,593.525024,221.332993
630.525024,167.332993,915,86.099998,224.925003,668.900024,18550,2535,578,229.300003
647.224976,173.600006,930,92.400002,221.850006,688,19000,2541,568.200012,231.167007
640,174,922.5,95,223.386993,684.400024,18750,2565,568,227.266998
635.075012,175.832993,910,107.599998,225,692,18341.099609,2567,599.5,228.699997
636.049988,173.033005,894,109.800003,219.375,676.25,17994.800781,2555,553.724976,226.667007
641.474976,169.332993,884.099976,107.150002,218.287994,673,17800,2539.75,545.724976,229.466995
646,171.399994,889.950012,109.25,220.481003,683.75,18235,2513.949951,549.950012,229.332993
639,174,888,110.449997,217.125,674.400024,18349,2570.399902,549.5,232.033005
645,176.067001,895,109,218.212006,679.5,18329.599609,2587,551,232
641,170.399994,911,108.25,217.125,689.650024,18264.900391,2617,556.5,233.667007
623.974976,168,901.900024,100,215.550003,673.599976,18190,2658.899902,562.5,232.733002
633.299988,170,901.950012,107.5,215.175003,682.099976,18305,2635.25,570.900024,233.399994
625,171.332993,890,103.650002,213.975006,683.400024,18188.300781,2602.899902,577,239.233002
621,168.966995,888,103,213.843994,676,17903.199219,2614.949951,575,236.466995
621,163.733002,903,103.099998,215.587006,682.25,17549.800781,2630,572.25,236.233002
614,170,902,106,217.143997,699,17444.199219,2616.100098,576.549988,236.733002
611.25,166.600006,880.200012,105,214.688004,699,17518.699219,2620,572.5,234.300003
600.025024,164.632996,875.049988,100.300003,215.061996,688.950012,18011.900391,2575.199951,565,222
605.950012,164.800003,870,97.599998,215.681,686.049988,18004,2556.949951,566.700012,224.533005
616.474976,169.033005,867,100,216.412994,680,18060,2600,575.049988,224.567001
625.5,166.667007,848,98.5,214.968994,675,17840,2617.850098,571.474976,222.667007
627.5,165.800003,816.049988,93.800003,213.093994,655,17700,2642,561.5,223.766998
610.5,164.132996,761,88,211.311996,644.099976,16400,2605.050049,560,221
623.549988,163.399994,753.099976,93,210.356003,647,16049,2608,563.75,227.199997
622.700012,155.367004,745.099976,90.449997,207.75,635,15900,2645,549.974976,220.266998
625,152.266998,743,86.75,206.212006,617.849976,15599,2615,541.825012,220
639.5,154,746,91,208.875,628.950012,15452,2603.050049,540,228.132996
642.5,154.033005,755,91.650002,207.561996,634.799988,15570,2590,520.5,234
642.549988,155.167007,758,89.800003,208.294006,635,15995,2618.75,515.125,233.332993
646.049988,155.867004,739.799988,91.699997,210.636993,635.900024,16200,2600,524,234.832993
657.625,156.667007,726,93.150002,215.231003,647.599976,16500,2572,525,228.899994
661.75,154.667007,717,90.550003,214.949997,640,16798.900391,2641,525,226.100006
662.474976,155.399994,716.849976,90.599998,209.625,639.799988,16651.099609,2610,520.474976,224.100006
678,157.667007,742,90.75,213.561996,637.400024,16525.099609,2688,529,229.600006
676.5,156,732.5,91.650002,213.375,643,16690,2712.449951,535,228.800003
685,156.367004,732,91.849998,217.199997,645.5,16877,2716,544,230.132996
687.5,158.067001,739,96.050003,219.300003,648.599976,16380,2664.899902,539.974976,230.667007
684.25,155.399994,729.849976,93.5,219.375,652.75,16330,2680.550049,530.5,230.733002
667.799988,151.832993,722.5,90.949997,214.630997,649.650024,16590,2613,524.5,227.533005
659.25,152.033005,765.299988,93.099998,214.444,647.950012,16460,2634.699951,527.650024,223.332993
660,148,776,90.349998,215.324997,642,16229,2615,522.525024,207.332993
656.5,143.332993,772.5,86,211.5,642.049988,16300,2599.949951,521.5,213
657,145.266998,769.849976,82.949997,212.643997,625.049988,15884.799805,2566.600098,518.299988,211.667007
643,146.332993,759.650024,83.5,212.625,636.549988,16050,2550,527,214
615.549988,141.667007,758.849976,83.400002,211.199997,637.900024,15350,2519.800049,524.75,213.332993
647.5,143.332993,775,84.199997,213.149994,637.049988,15399,2540,536.625,213.332993
627.625,146.466995,780,84.75,207.093994,642.950012,15900,2570.100098,541.700012,215.332993
607.5,150.667007,791.049988,84.699997,209.061996,639,16140,2600,550,213.132996
622.525024,148.667007,799.599976,86.199997,207.75,642.799988,16216,2650,551.700012,213.932999
620,148.667007,738,84.050003,207.675003,649.799988,16100.099609,2665,538.5,213.332993
638.424988,153.632996,756.200012,86.5,208.050003,643.950012,16100,2697.949951,548.724976,216.699997
630.25,155.266998,771,87.25,210,646,16175.799805,2675.399902,547.525024,214.667007
626.125,158.667007,797,91.300003,208.688004,648.799988,16201,2678.350098,551.025024,215.332993
630,156,791.650024,92.300003,208.330994,648.150024,16198.900391,2707,545,215.132996
625,160,815,92.25,210.712006,660,16601,2707,550.625,217.632996
632.525024,160,814,92.349998,212.212006,653.799988,16699,2732,550.549988,217.667007
629.5,159.667007,812,92.25,209.25,653,16590,2717.949951,545.075012,217
635.974976,159.932999,810.049988,90.900002,209.925003,653.200012,16879,2689,550,218.399994
631.5,160.667007,813.900024,90.550003,208.875,652.049988,17519.900391,2652,549.974976,217
623,160,807,89.550003,210.75,646.200012,17575,2642.5,542.75,216.733002
620.049988,161.332993,805,92.25,208.875,639.700012,17287,2604.199951,537.325012,218
609.5,154,788,86.949997,207.375,648,17390,2556.899902,530.025024,209.199997
599.5,152,795,81.349998,207.037994,637.299988,17060,2525.100098,530.75,207.466995
594,150.667007,789.5,78.5,207,617.400024,17160,2475.149902,528.150024,206.667007
582,149.332993,784,84.800003,201.188004,609,17399.800781,2500,531,210.167007
593.549988,148.667007,795,84.25,205.125,615.25,17288,2480.25,528.5,211.567001
596.549988,147.300003,789.799988,78.900002,204.375,603.400024,16890,2444,533,209.100006
599,149.600006,797.75,80.400002,204.975006,616,17010,2445,574,210.067001
586.849976,144.667007,787,72,201.375,608,16247.299805,2438,569.950012,209.266998
583.400024,143.733002,786,69.599998,205.5,590.349976,15450,2455,567.5,210.167007
569,142.733002,785.5,67.349998,202.143997,594.799988,15601,2469,567,206.932999
577.5,142.432999,800,66,203.080994,600.25,15788.799805,2484.100098,567.5,207.766998
571.25,141.300003,779,64.5,208.386993,582.799988,15885,2494,574.049988,206
603,146.932999,795,66.199997,205.462006,590,16777.5,2605,570.125,203.567001
589.700012,146.466995,817,65.25,206.25,582,16454,2535,573.224976,206.300003
588.75,145.332993,817,64.25,207.449997,581,16232,2485,568,208.466995
606,147.533005,843,69.050003,205.725006,579.950012,16000,2449,569,215.233002
613,151.867004,880.799988,72.699997,212.100006,591.900024,16800,2560,585,212.432999
613.974976,148.132996,879.849976,70.5,213.787994,601,17199,2541.600098,588.424988,215.932999
597.400024,142.466995,836.799988,63.799999,212.438004,570,17010,2500,583.900024,214.5
604,145.266998,840,63.650002,210.113007,567,16901,2490.25,580.025024,214.932999
602,146.867004,839,67.949997,210,555,17060,2513.800049,587.75,215.332993
614,146.667007,855,73.800003,209.268997,574.950012,18374,2580,581.875,216.533005
595.5,140.600006,830,69.550003,202.462006,564.900024,18200,2538,564.150024,208.832993
590,142.567001,851.049988,68.449997,201.093994,555,18137,2576.899902,554,208.067001
588.5,142.533005,851,66.800003,199.199997,530,17750,2556.800049,555.5,207.132996
563.25,133.332993,845,63.299999,196.800003,543,17720,2537.949951,547.349976,199.466995
581.5,132.399994,855,66.199997,196.087006,533.049988,18275.300781,2512,548.125,202
614.5,135.766998,850.599976,77,197.625,545.950012,18900,2521,543.5,203
604,133.332993,831.950012,71,196.125,526,18700,2511,540.875,197.667007
606.25,135.766998,869.700012,75.550003,198.037994,527.099976,18999.900391,2536,550,201
605,137.966995,870.400024,74,203.024994,525.950012,18550,2617,559.599976,203.332993
616,141.332993,871.950012,74.599998,205.199997,529.349976,18798,2699,565.5,201.766998
618.5,143.800003,884.700012,73.949997,203.306,531.900024,19101,2711,565.125,198.632996
600,141.867004,866.349976,71,202.537994,522.200012,18937.199219,2657.100098,559.75,195.332993
608.625,141.600006,857.450012,71.300003,200.399994,518,19049.199219,2620,562.700012,189.733002
619,144.932999,885,70.599998,202.574997,522.849976,19001,2635.949951,560.075012,192.667007
612.099976,144.832993,880.799988,72.599998,198.375,528,18820,2546,564.75,193.332993
608.625,129.266998,861.700012,71.900002,196.875,515,18950,2513,547.400024,203.332993
635,129.600006,876,77,202.5,523.5,19500,2715,568.525024,218.667007
606,131,859.900024,79.650002,202.556,530,19430,2806.699951,584,215.332993
607.5,133.266998,872,85.699997,204.337006,533.700012,19400,2805.25,587.799988,213.332993
612.5,135.167007,859.799988,88.5,201.636993,539.799988,19200,2840,581.5,210.667007
607.450012,134.667007,860,85.949997,203.25,533.849976,19836,2795,572.5,211.332993
616,139.300003,864.450012,89.300003,202.143997,530.200012,19950,2840,581.450012,213.167007
609.299988,138.399994,854.900024,87.199997,200.925003,534.5,19820,2795.550049,573.099976,210.733002
615,138.332993,869,89.449997,203.625,538,20200,2836,573,215
607.450012,137.332993,861.5,88.949997,203.061996,538.599976,19874.800781,2819.949951,572,217.332993
602.450012,138.199997,845.5,87.949997,200.662994,524.900024,19540.900391,2802,570.950012,211.033005
609.549988,139.033005,842,88.699997,203.100006,536.299988,18780,2815.100098,578.450012,215.5
600.049988,142.5,825.049988,88.25,202.705994,529,18051,2828.899902,581.400024,216.932999
614.5,142.667007,820.549988,93.199997,207.899994,530,18564,2804.5,594,217.832993
615,144.432999,835.049988,94.5,208.688004,537.5,18500,2799.600098,595.625,219
627.5,144.266998,844.700012,96.349998,206.287994,534.799988,18299,2875,595,216.667007
631,144.332993,846,97.349998,209.455994,536.299988,18597,2855,616.200012,218
620.099976,143.966995,809.25,87,208.875,521.049988,18450,2847,599.5,214.100006
622,142,811.900024,89.199997,207.261993,506.950012,18799.800781,2869.949951,598.799988,213.733002
609.5,143.132996,811.900024,94,210.694,513,18825,2920.5,605.125,217.199997
603.349976,143,821,89.75,212.625,513.799988,19080.599609,2931.100098,608,217.399994
598.724976,138.966995,817.200012,90.650002,212.587006,519,19384,2988,606.775024,218
622.950012,137.332993,816,89.650002,212.343994,513,19400,2960.25,621,218.733002
610,137.800003,804.5,86.400002,210,503.350006,18834,2964,614,217.899994
612.450012,139.367004,810,87.650002,209.25,505.75,19150,2980.399902,604.200012,218
607.450012,138.533005,807.049988,85,205.5,509.799988,18935,2966.800049,587.924988,213
619.450012,139.067001,823,88.5,205.875,505.5,19160,2923,582.900024,214.667007
618.5,138.567001,819.700012,90.300003,211.988007,502.700012,19320,2981.699951,590.25,216.667007
627,143.332993,826.099976,92.550003,218.625,505.149994,19657.800781,3041.449951,597.474976,216.667007
665,141.167007,833.150024,94.5,220.875,515,19917.199219,3154.949951,625,223.332993
672.474976,139.266998,836.099976,98.599998,224.25,525,20330.099609,3060,622,223.567001
667.474976,141.432999,831.650024,107.650002,213.75,530,20530,3079.100098,625.5,223.733002
655,143.932999,827,104.300003,210,529.700012,20229,2970,613.150024,217.300003
662.650024,144.300003,820,105,209.287994,532.5,20190,2991,606.025024,214.199997
667,141.466995,805,101.099998,207.149994,524.650024,19945,2950,607.724976,208.800003
677,144,814,106.900002,207.093994,539.5,20168.699219,2934.899902,614.599976,217.367004
694.674988,148.199997,819,104.349998,209.811996,538.900024,20199,2952.800049,615.5,220
672,145.367004,805,100.75,208.125,527.200012,20289,2852,605.724976,215.432999
659.5,145.332993,813.75,102.5,206.625,536.950012,19984.900391,2893,605,215.5
668.5,146.033005,808.200012,112,205.875,540,19964,2960,601.375,214.399994
662.950012,143.199997,799,108,203.438004,534,19999.900391,2887.5,590.5,210
662.5,141.300003,825.549988,104.099998,202.125,535.5,19870,2918,597.575012,208
655.849976,140.367004,809.950012,103.5,205.011993,540,19768.699219,2905,594.900024,208.632996
665.5,139.932999,805,104.699997,199.856003,538.299988,20399.599609,2890,591,213.332993
673.75,141.300003,806,101.699997,202.031006,537,20499,2942,601.25,216.667007
669,137.966995,799,98.75,200.399994,532,20100,2930,599.25,213.332993
679.174988,138.733002,795.099976,101.199997,201.75,536.950012,20004,2967.949951,601.950012,212.699997
665.5,137.300003,805.349976,101,203.511993,534.450012,18900.099609,2939.199951,603,212
660,136.266998,799.900024,98.800003,202.761993,533.849976,19150,2910,605.099976,212.199997
661.5,137.067001,801,102,203.25,523,19101,2915.699951,610,220
667.450012,140.199997,798.950012,98.75,202.087006,522.549988,18509,2912.050049,599.5,218.399994
663,142,797,98.800003,202.5,524.099976,18750,2880.850098,605.474976,222.667007
656.400024,141.199997,797.900024,95.199997,203.774994,514.299988,18260,2897,602.5,217.832993
650.5,142.800003,793,98.699997,204,510,18380,2902,601.700012,233.100006
635.875,139,786,98,202.444,499.950012,18268.099609,2884.699951,595.525024,232
650.950012,139.132996,778.299988,98.900002,202.5,480,18300,2940,597.049988,233.600006
658.974976,140.667007,781.099976,99.5,204.787994,472.700012,18530,2929.949951,605.049988,237.332993
669.5,145.332993,795,104.400002,203.681,470.899994,18494,2962.050049,615.799988,241.966995
667,142.667007,831,104.5,205.199997,476.950012,18711,3011,620.75,235.600006
667.349976,143.332993,792,106.849998,206.625,475.399994,18839.400391,3116,632.5,237.332993
664.5,140.932999,767.049988,109,204.600006,474.700012,18500,3123.699951,623.025024,235.332993
671,140.332993,755.099976,103.400002,208.5,464.450012,18701,3070,627.5,239.899994
672.5,142.533005,751.900024,107.25,203.061996,470.5,18806,3147.949951,630.025024,239.899994
681.25,141.800003,748.900024,104.199997,202.875,468.950012,18785,3112.699951,632.450012,235.800003
687.5,141.332993,728,107.300003,202.5,466.649994,19090,3121,633.5,238
689.974976,143,744,110,202.875,471.850006,18920,3129.5,631.974976,242.667007
691.5,144.699997,738,112.5,205.162994,473.549988,18850,3165,613.125,241.733002
684.375,146.667007,745.849976,115.050003,204.188004,475,18545.099609,3060,587.700012,235.367004
679.125,144,738.5,114.650002,202.725006,474.950012,18500,3040,588.400024,232.399994
680.5,142.632996,748,113.800003,202.949997,470.100006,18475,3040,591.200012,233.932999
679,142.199997,756.900024,115.5,204.675003,485.899994,18780,3016.25,591.849976,236
678.5,142,752,118.599998,204.636993,487.799988,18600,3055,594.75,239.600006
675.150024,141.766998,756.5,123.349998,206.738007,487,18830.099609,3032.899902,594.5,236.899994
670.025024,140.432999,739.849976,121.349998,206.25,486.649994,18721.099609,3020,590.5,240.332993
677.400024,143.867004,741.099976,129,209.136993,490,18747,3045.649902,605.599976,238.332993
682.900024,144.966995,739.950012,125.349998,210.768997,483.850006,18695,3059,602,237.300003
681.424988,145.332993,743.950012,126.300003,211.125,481.100006,18711,3074,598.650024,236.667007
669,142.399994,747.700012,118.449997,207.468994,468,18388,3000,594,235.033005
697.575012,138.667007,757,116.400002,208.106003,475,18662.199219,3023,586.025024,236.067001
695.049988,140,774,122.949997,204.356003,490,18690,3065.100098,581.400024,240
707.25,141.832993,770.700012,125,204.149994,498.799988,19289.699219,3034.949951,584.5,246.632996
715.5,143.867004,775,128.600006,209.136993,505,19300,3155.050049,590.25,245.332993
716.5,144.600006,769,132.949997,209.906006,502,19222,3188.699951,590,243.300003
736.349976,153,768.25,135.949997,210.75,510.700012,19350,3189.949951,588.099976,254
736.349976,153.733002,772.950012,138.25,210.619003,510.200012,19500,3154.149902,592.5,245.850006
727.5,153.832993,778,138.199997,212.625,505.5,19499,3124,584.349976,244.5
727.950012,150,781.950012,145,209.850006,518,19600,3115,581.5,247.399994
733.974976,150,789,146.050003,211.875,525.400024,19619.900391,3192.5,583.700012,248.300003
736.625,150.067001,792.799988,150.100006,212.438004,522.5,19502,3220,590,250.949997
737,155.766998,786.849976,161.399994,215.212006,516,19621.800781,3260,590,248.449997
727.775024,156.266998,774.650024,164.550003,213.580994,515.900024,19521,3233.5,597.5,247
728.950012,154.067001,772,166.25,213.712006,513.950012,19535,3246,594.75,249
735,152.667007,774.299988,164.399994,207.561996,517.049988,19800,3253.300049,538.625,249.050003
734.099976,145,780,160.350006,204.375,507,19907,3260,544.299988,249
732,147.332993,785.400024,161.050003,194.25,507.450012,19655,3248,535,249.050003
726,149.867004,800,162.399994,202.087006,522.5,19750,3294.949951,539.5,253
718.5,148.600006,796,158,202.5,516,19825,3266.850098,535,253.149994
720,147.867004,788,169,201.636993,514.049988,19850,3251.300049,531.5,249.5
734,151.266998,807,172.100006,203.25,527.5,19980,3280.300049,535.174988,251.649994
725.275024,149.466995,797.049988,171,204.787994,523,20132.400391,3215.899902,542.349976,251
731.5,148.832993,810.400024,169.300003,205.238007,523.900024,20499,3204,542.700012,249.399994
727,148,825,168.949997,207.113007,522.400024,21599,3175,536.299988,254.199997
736.450012,148.199997,837.900024,163.100006,204.393997,528.799988,22749.800781,3220.699951,535.75,252
740,145.832993,839,165.300003,209.25,525.099976,22351.099609,3224.899902,539.950012,251
730.849976,148,832.700012,158,205.5,517,21979.900391,3274.649902,542.825012,260
729.900024,149.266998,842,160,205.425003,531.200012,21582.099609,3258,543.200012,254
722.25,147.332993,852.900024,163.699997,204.731003,530.900024,21600,3290,536,252.149994
747.5,150.932999,842.049988,170.199997,204.843994,533.900024,22430.900391,3470,534.5,253
753.5,152.533005,834,170,205.386993,537.799988,22489,3449.949951,538.5,250
744.5,152.667007,831.700012,164.949997,206.25,532.5,22082.400391,3438,538,248
722.599976,152.5,814.299988,164.050003,202.837006,521.5,21735,3319,540.849976,247
714,154.867004,816.799988,162.399994,202.688004,524,22359.900391,3315,537.525024,250.550003
726.125,156.667007,808.349976,166.5,203.906006,510.200012,22334.800781,3318.800049,521,254.25
721.825012,156.932999,778.75,169.149994,201.261993,552,22500,3307,524.974976,254.550003
728.049988,158.867004,790,171.649994,198.731003,553.700012,22348,3365,518.25,254.399994
731,161.533005,792.75,174.550003,197.587006,552.849976,22279,3375,515,252
730.200012,161.067001,784.25,178.800003,194.25,557,21795,3363.199951,509,251.649994
723.950012,158.332993,770.700012,176.050003,193.218994,557.599976,21749,3335,510.049988,254.399994
721.424988,159.867004,765,175,195.037994,559.799988,22168,3300,523.5,251.199997
722.5,161,773.950012,175.949997,195.375,570,22230,3315.100098,527.5,252.100006
709.450012,158.733002,766.25,170.75,189,567.5,22122,3318,518,253.350006
714,158.932999,757.900024,169,184.125,568.299988,22300,3330,508.799988,253
713.974976,159.033005,763.799988,174.5,179.587006,570,22400,3437.899902,516.224976,253.699997
721,159.332993,778,174.5,184.425003,581.049988,23100,3498.949951,518.549988,258.299988
719.5,158,775.599976,169.350006,183.636993,575,22751,3560,519,261
730,158,774,170.649994,181.5,580.299988,22890,3600,519.525024,262
740,159.832993,786,173.699997,181.875,585,22841,3594,519.125,263
747.5,159.466995,783,178.199997,182.925003,580.049988,23124,3618.449951,524,264
747,166.667007,780,174.800003,178.875,581.200012,22972.800781,3604.050049,522.5,263.5
747.025024,164.667007,811,176,179.100006,595.099976,23449,3698,518.5,263
728.25,166.667007,789,167.399994,178.050003,572.200012,22695.800781,3540,512.625,255.949997
716.200012,166.699997,795,165.899994,181.688004,570,22882,3550,526.974976,251
709.450012,166.699997,784,166.199997,179.925003,579,22600,3567,522.799988,252.5
706,166.266998,790.049988,166,180.488007,587.099976,22501.099609,3558,524.5,256
708.950012,167.167007,784.549988,161.800003,180,594.900024,23043,3613.899902,523,261.5
711.5,169.667007,785,164.75,180.938004,598.700012,23260.5,3557,526.650024,259.200012
704,171.332993,782,164,181.106003,602.849976,23420,3490,527,256.700012
710,172.600006,786.049988,167.449997,181.875,605,24415,3519.699951,529.5,255.449997
709.450012,172.699997,790.099976,169,181.218994,609,24844,3547.899902,528.5,255
705.049988,173,781,169.100006,180.149994,609,24840,3518,521.375,253
690,166.600006,766.5,169.100006,180.130997,604,24752,3499.75,517.525024,248.649994
687.825012,165.332993,766.200012,165.949997,181.649994,608.700012,24625,3453.5,520,246.300003
693.450012,170.667007,769,176.5,181.386993,608,26344,3489,522.474976,248.100006
685.25,167.600006,739.950012,164.5,177.375,601.849976,25149.800781,3420.149902,515.549988,245.649994
706.5,171.332993,750,173.850006,180,584.700012,25320,3436.399902,517.75,244.199997
725.25,174.667007,762,179.899994,179.625,590.299988,25989.699219,3594,520,243
712.950012,182.667007,768.5,188.300003,180.675003,600,25850,3557.850098,524.599976,241.800003
703.950012,179.332993,765,192,180,592.5,26280,3509,522.5,242
687.5,180.266998,756,197.050003,179.25,578.849976,26340,3478.5,514.974976,237.899994
689.049988,179.600006,752.950012,198,178.949997,570.25,25915.199219,3486,508.5,242
680.025024,178.932999,749.200012,197.899994,178.875,596.950012,25700,3494.899902,510.700012,240.100006
